gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
-2.849879452372697182e+06,4.656226381001948379e+06,3.287193290189398453e+06,5.090076878015108441e+00,5.027579850125871275e+00,4.939929871147497487e+00
-2.849875696118893102e+06,4.656211548762145452e+06,3.287200198454193305e+06,5.145312596093043922e+00,4.988179843947999181e+00,5.097841764876179127e+00
-2.849883817474445794e+06,4.656223261750259437e+06,3.287193184977867641e+06,5.084490684207278122e+00,5.012978143487334393e+00,5.000969786598807865e+00
-2.849883361418446992e+06,4.656217345050015487e+06,3.287189384278393351e+06,5.008410968284212395e+00,5.004503965010230537e+00,5.029836277466070094e+00
-2.849883242087170482e+06,4.656214561581093818e+06,3.287193497773259878e+06,4.944768420452350988e+00,4.963638724422246185e+00,4.966323433239995921e+00
-2.849878313322046306e+06,4.656218537558129057e+06,3.287189526841932908e+06,4.985624638573663781e+00,5.062003277373737120e+00,5.002861927553553301e+00
-2.849876909272982273e+06,4.656210677997634746e+06,3.287201990701643284e+06,4.891497561280110595e+00,5.020241451868797000e+00,5.022347176649934575e+00
-2.849881167204978876e+06,4.656225124091538601e+06,3.287201169984089211e+06,5.037752582433098425e+00,4.966645219734320271e+00,5.030783151841994538e+00
-2.849881891131699085e+06,4.656213154329893179e+06,3.287198568252961617e+06,4.955819096376407273e+00,5.028157926661358523e+00,5.006461514848394856e+00
-2.849875904743107501e+06,4.656221137791122310e+06,3.287201871971246786e+06,4.968109218253868420e+00,4.867755171123834934e+00,5.055462800135167356e+00
-2.849886903724311851e+06,4.656221410764639266e+06,3.287192328528547194e+06,4.890652161954580635e+00,4.992864210478179743e+00,4.990873308061847702e+00
-2.849881731415426359e+06,4.656214339864340611e+06,3.287200386894501280e+06,4.991821494638188916e+00,4.974547485584667861e+00,5.075813924420377710e+00
-2.849882527855425607e+06,4.656225815223494545e+06,3.287194625137038529e+06,5.065792617453184654e+00,4.969862485878480562e+00,5.046617619528362297e+00
-2.849875574804787058e+06,4.656225415289841592e+06,3.287208110299292952e+06,5.067216661547109702e+00,5.038101692396067754e+00,5.041402696218641566e+00
-2.849871848233720288e+06,4.656231566205836833e+06,3.287190789413171820e+06,5.045589480208606759e+00,5.034873160164529793e+00,4.988460023600571169e+00
-2.849876081954979338e+06,4.656216876229144633e+06,3.287189022737830412e+06,4.882509363853658080e+00,4.959489928680017812e+00,4.965696225112997908e+00
-2.849882054790270515e+06,4.656223991160226986e+06,3.287197978217887226e+06,5.048458266538665029e+00,5.071792626697844142e+00,5.057180430396188697e+00
-2.849872532010832336e+06,4.656219339421045035e+06,3.287192857827505562e+06,5.005090064743669132e+00,5.019886299586177714e+00,5.026755308380649545e+00
-2.849875675384577364e+06,4.656230166279204190e+06,3.287186101673418190e+06,5.019104846350965765e+00,4.974627091994147321e+00,4.988084424819287932e+00
-2.849883145945863798e+06,4.656229742480872199e+06,3.287194354728508275e+06,5.011930644683354252e+00,4.875072936757749886e+00,5.042796207749478121e+00
-2.849891410411116201e+06,4.656211338735325262e+06,3.287192835372444242e+06,5.111287888308823746e+00,5.004600202176853863e+00,4.951280949917725493e+00
-2.849871711256685201e+06,4.656224857870883308e+06,3.287197290157113690e+06,5.025464722501102877e+00,4.986389466987752428e+00,5.060472315876861416e+00
-2.849879457570727915e+06,4.656219963447825983e+06,3.287198971718650777e+06,4.997124192296443113e+00,4.967264831733024799e+00,4.857661423877991602e+00
-2.849876234863672871e+06,4.656221511902479455e+06,3.287193945362417493e+06,5.059141871501211973e+00,4.990537383492478440e+00,5.007865283520199995e+00
-2.849873192154583056e+06,4.656223119312707335e+06,3.287194031040569767e+06,4.940701917169554314e+00,5.034191592562816453e+00,4.939383268852571618e+00
-2.849884122810662724e+06,4.656234206311129965e+06,3.287195343976706266e+06,5.070923979139515758e+00,5.024181840422994760e+00,5.019115792752140592e+00
-2.849880123110287823e+06,4.656216122868556529e+06,3.287194190597929992e+06,4.904987249531037818e+00,4.957860547040077392e+00,5.059521230311841755e+00
-2.849874054932358675e+06,4.656216738333629444e+06,3.287211594822993036e+06,4.995418446407422941e+00,5.053078034682940256e+00,5.064354074796026062e+00
-2.849887408893305343e+06,4.656235206665717997e+06,3.287189622082389891e+06,5.005131058293732949e+00,4.973210142340550810e+00,4.990705341455607957e+00
-2.849875096244820859e+06,4.656214258295144886e+06,3.287202135947615374e+06,4.979038065214185238e+00,4.945507873661905585e+00,5.016429969199370120e+00
-2.849868339338678867e+06,4.656228493326164782e+06,3.287180673291868065e+06,4.909474309600422082e+00,4.960875677693532992e+00,5.023384214390554270e+00
-2.849878252290415578e+06,4.656225019177104346e+06,3.287208741910828277e+06,5.022123978675836042e+00,4.992422675786083452e+00,4.948877956998154026e+00
-2.849879630341188051e+06,4.656221024469625205e+06,3.287192678651583381e+06,4.961470052956526544e+00,5.040076731222787210e+00,4.977326320517825309e+00
-2.849871545643498655e+06,4.656223545256077312e+06,3.287186508613738697e+06,4.925737793336113945e+00,4.995320841424447877e+00,5.059062902922372373e+00
-2.849872687722560950e+06,4.656228606998121366e+06,3.287210359892873559e+06,5.064720603112956354e+00,4.958437123059294294e+00,5.043445525172371546e+00
-2.849877085007027723e+06,4.656225315932305530e+06,3.287195579257172998e+06,5.046991490869015884e+00,5.046926059504633244e+00,4.997337345429425426e+00
-2.849872617736734916e+06,4.656215829305770807e+06,3.287197537972832564e+06,5.030726080546824797e+00,4.937567656400656979e+00,5.056577875600686944e+00
-2.849883233425568324e+06,4.656227918064061552e+06,3.287187598158062436e+06,4.940575889010398569e+00,5.014143402304429564e+00,5.062174549965916981e+00
-2.849873601101570297e+06,4.656230091344073415e+06,3.287204324220529757e+06,4.907595318773246618e+00,4.928884242481776923e+00,4.997715970093220328e+00
-2.849882789724536706e+06,4.656226619772875682e+06,3.287216879864361603e+06,4.967987138207466735e+00,5.000612848265205912e+00,4.934172877253759637e+00
-2.849880330365432426e+06,4.656216191159329377e+06,3.287193310469879303e+06,5.061369630128778496e+00,4.924143814421006127e+00,5.008814005090504118e+00
-2.849874658743359614e+06,4.656222129360353574e+06,3.287189197151702363e+06,4.987322970799075605e+00,5.085965138012651821e+00,4.949673096838161257e+00
-2.849888790455009323e+06,4.656222159464841709e+06,3.287193120404596440e+06,4.959061284705621020e+00,5.048765211885227977e+00,4.991065618508744528e+00
-2.849882145603284240e+06,4.656222790336024016e+06,3.287196256469334010e+06,5.006300448393603553e+00,4.999586859708178288e+00,4.972268076042980489e+00
-2.849876843526134733e+06,4.656221832743171602e+06,3.287194653881513514e+06,5.066037283150341075e+00,5.002858877754895239e+00,4.858770455749534811e+00
-2.849883475023240317e+06,4.656225336364682764e+06,3.287192594791732263e+06,5.012370237120230776e+00,4.928320996078872085e+00,4.937740753342768407e+00
-2.849872440020232461e+06,4.656210670612433925e+06,3.287203131442626007e+06,4.980753476832966875e+00,5.011153145905776540e+00,4.995525342755864351e+00
-2.849893575420909561e+06,4.656215844247523695e+06,3.287198524729096331e+06,4.972020317481900875e+00,5.037358517227206178e+00,5.068292581687081189e+00
-2.849879734447391704e+06,4.656229169658449478e+06,3.287204147754238918e+06,5.034010376352081373e+00,5.042801144882346875e+00,5.102116768708756744e+00
-2.849879774399718735e+06,4.656221377574848942e+06,3.287197305879157968e+06,4.998284764303666527e+00,5.062986749929344832e+00,4.941813469176451257e+00
-2.849884280889588874e+06,4.656219606270049699e+06,3.287194785172468051e+06,5.052806466616777570e+00,4.993099471220008745e+00,5.031243171661754054e+00
-2.849878307556928601e+06,4.656225948358055204e+06,3.287199299604371656e+06,4.968885614537699169e+00,5.034468817703695365e+00,4.984828905568988056e+00
-2.849877115439789835e+06,4.656230915826488286e+06,3.287206043169432785e+06,4.952104002805303828e+00,5.081848169508130120e+00,4.950866282033365096e+00
-2.849878575457039755e+06,4.656220230320583098e+06,3.287193612613368779e+06,5.026805992954199276e+00,4.949712434003807893e+00,4.966484061232736558e+00
-2.849874954791105352e+06,4.656225590129557066e+06,3.287203362526270095e+06,5.045686604018253085e+00,5.021395604058395357e+00,5.015358780392690896e+00
-2.849886327277719043e+06,4.656220542672945186e+06,3.287192434808537364e+06,4.984317456720002149e+00,5.061386206187446390e+00,4.923033717529688325e+00
-2.849871317938786000e+06,4.656223699367960915e+06,3.287203229047443252e+06,5.025467507831617553e+00,4.978887308849940574e+00,5.020665359718213594e+00
-2.849870567237151321e+06,4.656215664389183745e+06,3.287201522253992502e+06,4.989763549860905201e+00,4.927012992276105230e+00,4.978353659097418671e+00
-2.849878068873296026e+06,4.656229258613890037e+06,3.287211946372037753e+06,4.959432108404047135e+00,4.992164942596429178e+00,5.057895148043807687e+00
