gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999710077e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999739032e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999764967e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999788592e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999809731e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999828738e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999845969e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999861423e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999875278e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999887713e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999898904e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999909029e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999918089e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999926260e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999933543e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999940293e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999946333e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999951662e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999956458e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999960721e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999964807e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999968182e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999971379e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999974399e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999976886e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999979195e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999981327e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999983281e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999984880e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999986478e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999987899e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999989143e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999990209e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999991097e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999992163e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999992873e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999993584e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999994117e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999994827e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999995360e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999995715e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999996248e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999996604e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999996959e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999997137e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999997492e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999997847e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999998025e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999998202e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999998380e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999998558e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999998558e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999998735e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999998913e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999091e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
9.999999999999998473e-03,9.999999999999998473e-03,1.000999999999999268e+01
