ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999984348520e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999985913490e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999987322141e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999988588684e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999989730881e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999990759392e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999991683097e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999992514432e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999993264055e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999993937294e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999994543032e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999995088373e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999995580424e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999996022737e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999996420641e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999996777689e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999997100986e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999997390532e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999997651656e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999997886135e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999998097522e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999998289368e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999998459899e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999998614442e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999998752997e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999998877342e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999998989253e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999092282e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999182876e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999262812e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999337419e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999403144e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999463540e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999518607e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999564793e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999609201e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999648281e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999683808e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999715783e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999744205e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999769074e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999792166e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999813483e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999833022e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999850786e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999864997e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999879208e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999891642e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999902300e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999912959e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999921840e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999928946e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999936051e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999943157e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999948486e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999953815e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999959144e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999962697e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999966249e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999969802e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999973355e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999975131e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999978684e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999980460e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999982236e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999984013e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999985789e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999987566e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999989342e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999991118e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999991118e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999992895e+00
