ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
-2.849884519169207197e+06,4.656214322838664055e+06,3.287190600463123061e+06,4.991654866240537558e+00,2.887588896244729364e-01,0.000000000000000000e+00
-2.849884469252658542e+06,4.656214325726252981e+06,3.287190600463123061e+06,4.991148877898354819e+00,2.973766612462973580e-01,0.000000000000000000e+00
-2.849884419341169763e+06,4.656214328700019978e+06,3.287190600463123061e+06,4.990627436065918410e+00,3.060029319894121969e-01,0.000000000000000000e+00
-2.849884369434895460e+06,4.656214331760048866e+06,3.287190600463123061e+06,4.990090552804216983e+00,3.146367346863837011e-01,0.000000000000000000e+00
-2.849884319533989765e+06,4.656214334906416014e+06,3.287190600463123061e+06,4.989538240597392260e+00,3.232771962515669228e-01,0.000000000000000000e+00
-2.849884269638607278e+06,4.656214338139188476e+06,3.287190600463123061e+06,4.988970512177647088e+00,3.319235282740657378e-01,0.000000000000000000e+00
-2.849884219748902135e+06,4.656214341458423994e+06,3.287190600463123061e+06,4.988387380380449265e+00,3.405750185510975081e-01,0.000000000000000000e+00
-2.849884169865028467e+06,4.656214344864173792e+06,3.287190600463123061e+06,4.987788858025933969e+00,3.492310234677749037e-01,0.000000000000000000e+00
-2.849884119987139944e+06,4.656214348356483504e+06,3.287190600463123061e+06,4.987174957822836596e+00,3.578909611387077749e-01,0.000000000000000000e+00
-2.849884070115390234e+06,4.656214351935393177e+06,3.287190600463123061e+06,4.986545692291757703e+00,3.665543052352816522e-01,0.000000000000000000e+00
-2.849884020249933470e+06,4.656214355600936338e+06,3.287190600463123061e+06,4.985901073704948061e+00,3.752205794300805808e-01,0.000000000000000000e+00
-2.849883970390922390e+06,4.656214359353142790e+06,3.287190600463123061e+06,4.985241114040161570e+00,3.838893523967654708e-01,0.000000000000000000e+00
-2.849883920538511593e+06,4.656214363192035817e+06,3.287190600463123061e+06,4.984565824946409762e+00,3.925602333098905383e-01,0.000000000000000000e+00
-2.849883870692853350e+06,4.656214367117638700e+06,3.287190600463123061e+06,4.983875217719766937e+00,4.012328677946818134e-01,0.000000000000000000e+00
-2.849883820854100864e+06,4.656214371129967272e+06,3.287190600463123061e+06,4.983169303287587226e+00,4.099069342818001394e-01,0.000000000000000000e+00
-2.849883771022407804e+06,4.656214375229036435e+06,3.287190600463123061e+06,4.982448092199730283e+00,4.185821407266054339e-01,0.000000000000000000e+00
-2.849883721197926905e+06,4.656214379414857365e+06,3.287190600463123061e+06,4.981711594625580553e+00,4.272582216564834723e-01,0.000000000000000000e+00
-2.849883671380810905e+06,4.656214383687440306e+06,3.287190600463123061e+06,4.980959820355800538e+00,4.359349355134390924e-01,0.000000000000000000e+00
-2.849883621571213007e+06,4.656214388046788983e+06,3.287190600463123061e+06,4.980192778807939646e+00,4.446120622624383789e-01,0.000000000000000000e+00
-2.849883571769285016e+06,4.656214392492909916e+06,3.287190600463123061e+06,4.979410479035088599e+00,4.532894012389302452e-01,0.000000000000000000e+00
-2.849883521975180134e+06,4.656214397025804035e+06,3.287190600463123061e+06,4.978612929736972781e+00,4.619667692116364854e-01,0.000000000000000000e+00
-2.849883472189051099e+06,4.656214401645471342e+06,3.287190600463123061e+06,4.977800139272870794e+00,4.706439986390863472e-01,0.000000000000000000e+00
-2.849883422411049716e+06,4.656214406351911835e+06,3.287190600463123061e+06,4.976972115675927455e+00,4.793209361005251190e-01,0.000000000000000000e+00
-2.849883372641328257e+06,4.656214411145120859e+06,3.287190600463123061e+06,4.976128866668436679e+00,4.879974408837618460e-01,0.000000000000000000e+00
-2.849883322880039923e+06,4.656214416025095619e+06,3.287190600463123061e+06,4.975270399677772737e+00,4.966733837142639496e-01,0.000000000000000000e+00
-2.849883273127335589e+06,4.656214420991829596e+06,3.287190600463123061e+06,4.974396721852686554e+00,5.053486456113746028e-01,0.000000000000000000e+00
-2.849883223383368459e+06,4.656214426045315340e+06,3.287190600463123061e+06,4.973507840079737896e+00,5.140231168589431965e-01,0.000000000000000000e+00
-2.849883173648290336e+06,4.656214431185547262e+06,3.287190600463123061e+06,4.972603760999681377e+00,5.226966960789251049e-01,0.000000000000000000e+00
-2.849883123922252562e+06,4.656214436412514187e+06,3.287190600463123061e+06,4.971684491023643737e+00,5.313692893976564857e-01,0.000000000000000000e+00
-2.849883074205407873e+06,4.656214441726206802e+06,3.287190600463123061e+06,4.970750036348980494e+00,5.400408096955350290e-01,0.000000000000000000e+00
-2.849883024497907143e+06,4.656214447126614861e+06,3.287190600463123061e+06,4.969800402974708931e+00,5.487111759317653270e-01,0.000000000000000000e+00
-2.849882974799903110e+06,4.656214452613726258e+06,3.287190600463123061e+06,4.968835596716450809e+00,5.573803125366629807e-01,0.000000000000000000e+00
-2.849882925111547112e+06,4.656214458187529817e+06,3.287190600463123061e+06,4.967855623220826189e+00,5.660481488647594039e-01,0.000000000000000000e+00
-2.849882875432990957e+06,4.656214463848011568e+06,3.287190600463123061e+06,4.966860487979252170e+00,5.747146187026277442e-01,0.000000000000000000e+00
-2.849882825764385983e+06,4.656214469595157541e+06,3.287190600463123061e+06,4.965850196341141221e+00,5.833796598259558541e-01,0.000000000000000000e+00
-2.849882776105884463e+06,4.656214475428953767e+06,3.287190600463123061e+06,4.964824753526459133e+00,5.920432136009405877e-01,0.000000000000000000e+00
-2.849882726457636803e+06,4.656214481349386275e+06,3.287190600463123061e+06,4.963784164637655039e+00,6.007052246255719652e-01,0.000000000000000000e+00
-2.849882676819795277e+06,4.656214487356438302e+06,3.287190600463123061e+06,4.962728434670951927e+00,6.093656404068147348e-01,0.000000000000000000e+00
-2.849882627192510758e+06,4.656214493450094946e+06,3.287190600463123061e+06,4.961657568527019890e+00,6.180244110700984228e-01,0.000000000000000000e+00
-2.849882577575935051e+06,4.656214499630338512e+06,3.287190600463123061e+06,4.960571571021031190e+00,6.266814890978831265e-01,0.000000000000000000e+00
-2.849882527970219497e+06,4.656214505897154100e+06,3.287190600463123061e+06,4.959470446892115802e+00,6.353368290943933738e-01,0.000000000000000000e+00
-2.849882478375514969e+06,4.656214512250522152e+06,3.287190600463123061e+06,4.958354200812243207e+00,6.439903875739010353e-01,0.000000000000000000e+00
-2.849882428791972809e+06,4.656214518690425903e+06,3.287190600463123061e+06,4.957222837394542836e+00,6.526421227702023931e-01,0.000000000000000000e+00
-2.849882379219744354e+06,4.656214525216846727e+06,3.287190600463123061e+06,4.956076361201094294e+00,6.612919944651689530e-01,0.000000000000000000e+00
-2.849882329658980947e+06,4.656214531829766929e+06,3.287190600463123061e+06,4.954914776750199756e+00,6.699399638344631924e-01,0.000000000000000000e+00
-2.849882280109832995e+06,4.656214538529166952e+06,3.287190600463123061e+06,4.953738088523174987e+00,6.785859933087030615e-01,0.000000000000000000e+00
-2.849882230572452303e+06,4.656214545315026306e+06,3.287190600463123061e+06,4.952546300970678494e+00,6.872300464485281424e-01,0.000000000000000000e+00
-2.849882181046989281e+06,4.656214552187327296e+06,3.287190600463123061e+06,4.951339418518597491e+00,6.958720878321775771e-01,0.000000000000000000e+00
-2.849882131533594802e+06,4.656214559146047570e+06,3.287190600463123061e+06,4.950117445573524400e+00,7.045120829543276564e-01,0.000000000000000000e+00
-2.849882082032420672e+06,4.656214566191168502e+06,3.287190600463123061e+06,4.948880386527841679e+00,7.131499981350624129e-01,0.000000000000000000e+00
-2.849882032543616835e+06,4.656214573322668672e+06,3.287190600463123061e+06,4.947628245764441601e+00,7.217858004379634762e-01,0.000000000000000000e+00
-2.849881983067334164e+06,4.656214580540526658e+06,3.287190600463123061e+06,4.946361027661099641e+00,7.304194575964052527e-01,0.000000000000000000e+00
-2.849881933603723999e+06,4.656214587844721042e+06,3.287190600463123061e+06,4.945078736594525459e+00,7.390509379472377516e-01,0.000000000000000000e+00
-2.849881884152936749e+06,4.656214595235230401e+06,3.287190600463123061e+06,4.943781376944111017e+00,7.476802103711135405e-01,0.000000000000000000e+00
-2.849881834715122823e+06,4.656214602712032385e+06,3.287190600463123061e+06,4.942468953095397133e+00,7.563072442387970273e-01,0.000000000000000000e+00
-2.849881785290433094e+06,4.656214610275105573e+06,3.287190600463123061e+06,4.941141469443280698e+00,7.649320093628557693e-01,0.000000000000000000e+00
-2.849881735879018437e+06,4.656214617924425751e+06,3.287190600463123061e+06,4.939798930394963428e+00,7.735544759541965742e-01,0.000000000000000000e+00
-2.849881686481029261e+06,4.656214625659970567e+06,3.287190600463123061e+06,4.938441340372689226e+00,7.821746145829595598e-01,0.000000000000000000e+00
-2.849881637096615974e+06,4.656214633481716737e+06,3.287190600463123061e+06,4.937068703816251514e+00,7.907923961433366289e-01,0.000000000000000000e+00
-2.849881587725928985e+06,4.656214641389640048e+06,3.287190600463123061e+06,4.935681025185319371e+00,7.994077918219183454e-01,0.000000000000000000e+00
-2.849881538369118702e+06,4.656214649383718148e+06,3.287190600463123061e+06,4.934278308961567383e+00,8.080207730692190449e-01,0.000000000000000000e+00
-2.849881489026335534e+06,4.656214657463925891e+06,3.287190600463123061e+06,4.932860559650640297e+00,8.166313115740606587e-01,0.000000000000000000e+00
-2.849881439697729889e+06,4.656214665630239062e+06,3.287190600463123061e+06,4.931427781783964015e+00,8.252393792405287032e-01,0.000000000000000000e+00
-2.849881390383452177e+06,4.656214673882632516e+06,3.287190600463123061e+06,4.929979979920402045e+00,8.338449481672438601e-01,0.000000000000000000e+00
-2.849881341083652340e+06,4.656214682221082039e+06,3.287190600463123061e+06,4.928517158647784946e+00,8.424479906287176689e-01,0.000000000000000000e+00
-2.849881291798480786e+06,4.656214690645562485e+06,3.287190600463123061e+06,4.927039322584311876e+00,8.510484790585817194e-01,0.000000000000000000e+00
-2.849881242528087460e+06,4.656214699156046845e+06,3.287190600463123061e+06,4.925546476379835781e+00,8.596463860345053831e-01,0.000000000000000000e+00
-2.849881193272622768e+06,4.656214707752510905e+06,3.287190600463123061e+06,4.924038624717043788e+00,8.682416842646307753e-01,0.000000000000000000e+00
-2.849881144032236654e+06,4.656214716434927657e+06,3.287190600463123061e+06,4.922515772312541671e+00,8.768343465753749566e-01,0.000000000000000000e+00
-2.849881094807078596e+06,4.656214725203271024e+06,3.287190600463123061e+06,4.920977923917840613e+00,8.854243459004609296e-01,0.000000000000000000e+00
-2.849881045597299468e+06,4.656214734057514928e+06,3.287190600463123061e+06,4.919425084320271147e+00,8.940116552710558606e-01,0.000000000000000000e+00
-2.849880996403048746e+06,4.656214742997631431e+06,3.287190600463123061e+06,4.917857258343810045e+00,9.025962478069036177e-01,0.000000000000000000e+00
-2.849880947224475909e+06,4.656214752023593523e+06,3.287190600463123061e+06,4.916274450849844158e+00,9.111780967083547011e-01,0.000000000000000000e+00
-2.849880898061731365e+06,4.656214761135374196e+06,3.287190600463123061e+06,4.914676666737864963e+00,9.197571752492017527e-01,0.000000000000000000e+00
-2.849880848914965056e+06,4.656214770332946442e+06,3.287190600463123061e+06,4.913063910946102730e+00,9.283334567702400397e-01,0.000000000000000000e+00
-2.849880799784325995e+06,4.656214779616280459e+06,3.287190600463123061e+06,4.911436188452112717e+00,9.369069146734821940e-01,0.000000000000000000e+00
-2.849880750669964124e+06,4.656214788985350169e+06,3.287190600463123061e+06,4.909793504273300080e+00,9.454775224169591485e-01,0.000000000000000000e+00
-2.849880701572028920e+06,4.656214798440124840e+06,3.287190600463123061e+06,4.908135863467406601e+00,9.540452535100498732e-01,0.000000000000000000e+00
-2.849880652490670327e+06,4.656214807980577461e+06,3.287190600463123061e+06,4.906463271132952997e+00,9.626100815092883956e-01,0.000000000000000000e+00
-2.849880603426037356e+06,4.656214817606678233e+06,3.287190600463123061e+06,4.904775732409641265e+00,9.711719800145957038e-01,0.000000000000000000e+00
-2.849880554378280416e+06,4.656214827318398282e+06,3.287190600463123061e+06,4.903073252478717059e+00,9.797309226659003389e-01,0.000000000000000000e+00
-2.849880505347547587e+06,4.656214837115707807e+06,3.287190600463123061e+06,4.901355836563308976e+00,9.882868831401039333e-01,0.000000000000000000e+00
-2.849880456333989277e+06,4.656214846998576075e+06,3.287190600463123061e+06,4.899623489928730535e+00,9.968398351483582776e-01,0.000000000000000000e+00
-2.849880407337754499e+06,4.656214856966975145e+06,3.287190600463123061e+06,4.897876217882752847e+00,1.005389752433623274e+00,0.000000000000000000e+00
-2.849880358358992264e+06,4.656214867020872422e+06,3.287190600463123061e+06,4.896114025775857748e+00,1.013936608768478242e+00,0.000000000000000000e+00
-2.849880309397852048e+06,4.656214877160238102e+06,3.287190600463123061e+06,4.894336919001466057e+00,1.022480377953160602e+00,0.000000000000000000e+00
-2.849880260454482865e+06,4.656214887385042384e+06,3.287190600463123061e+06,4.892544902996140088e+00,1.031021033813806609e+00,0.000000000000000000e+00
-2.849880211529033724e+06,4.656214897695252672e+06,3.287190600463123061e+06,4.890737983239773712e+00,1.039558550200879949e+00,0.000000000000000000e+00
-2.849880162621654104e+06,4.656214908090838231e+06,3.287190600463123061e+06,4.888916165255757562e+00,1.048092900987762199e+00,0.000000000000000000e+00
-2.849880113732492086e+06,4.656214918571767397e+06,3.287190600463123061e+06,4.887079454611134466e+00,1.056624060069494053e+00,0.000000000000000000e+00
-2.849880064861697610e+06,4.656214929138007574e+06,3.287190600463123061e+06,4.885227856916733558e+00,1.065152001361652445e+00,0.000000000000000000e+00
-2.849880016009419225e+06,4.656214939789528027e+06,3.287190600463123061e+06,4.883361377827299954e+00,1.073676698799342688e+00,0.000000000000000000e+00
-2.849879967175805476e+06,4.656214950526294298e+06,3.287190600463123061e+06,4.881480023041596894e+00,1.082198126336306965e+00,0.000000000000000000e+00
-2.849879918361005373e+06,4.656214961348275654e+06,3.287190600463123061e+06,4.879583798302512321e+00,1.090716257944122081e+00,0.000000000000000000e+00
-2.849879869565166999e+06,4.656214972255438566e+06,3.287190600463123061e+06,4.877672709397145923e+00,1.099231067611492918e+00,0.000000000000000000e+00
-2.849879820788440295e+06,4.656214983247749507e+06,3.287190600463123061e+06,4.875746762156890846e+00,1.107742529343618720e+00,0.000000000000000000e+00
-2.849879772030972410e+06,4.656214994325174950e+06,3.287190600463123061e+06,4.873805962457499419e+00,1.116250617161634429e+00,0.000000000000000000e+00
-2.849879723292912822e+06,4.656215005487680435e+06,3.287190600463123061e+06,4.871850316219151544e+00,1.124755305102114411e+00,0.000000000000000000e+00
-2.849879674574409612e+06,4.656215016735233366e+06,3.287190600463123061e+06,4.869879829406508875e+00,1.133256567216633703e+00,0.000000000000000000e+00
-2.849879625875611324e+06,4.656215028067799285e+06,3.287190600463123061e+06,4.867894508028761891e+00,1.141754377571382095e+00,0.000000000000000000e+00
-2.849879577196666505e+06,4.656215039485342801e+06,3.287190600463123061e+06,4.865894358139674303e+00,1.150248710246823958e+00,0.000000000000000000e+00
-2.849879528537722770e+06,4.656215050987830386e+06,3.287190600463123061e+06,4.863879385837620362e+00,1.158739539337399371e+00,0.000000000000000000e+00
-2.849879479898928665e+06,4.656215062575225718e+06,3.287190600463123061e+06,4.861849597265615941e+00,1.167226838951265666e+00,0.000000000000000000e+00
-2.849879431280432735e+06,4.656215074247494340e+06,3.287190600463123061e+06,4.859804998611346960e+00,1.175710583210069382e+00,0.000000000000000000e+00
-2.849879382682383060e+06,4.656215086004599929e+06,3.287190600463123061e+06,4.857745596107192476e+00,1.184190746248751314e+00,0.000000000000000000e+00
-2.849879334104926791e+06,4.656215097846507095e+06,3.287190600463123061e+06,4.855671396030243336e+00,1.192667302215378422e+00,0.000000000000000000e+00
-2.849879285548212938e+06,4.656215109773180448e+06,3.287190600463123061e+06,4.853582404702317277e+00,1.201140225270999728e+00,0.000000000000000000e+00
-2.849879237012389116e+06,4.656215121784582734e+06,3.287190600463123061e+06,4.851478628489974909e+00,1.209609489589525078e+00,0.000000000000000000e+00
-2.849879188497602474e+06,4.656215133880677633e+06,3.287190600463123061e+06,4.849360073804524163e+00,1.218075069357624773e+00,0.000000000000000000e+00
-2.849879140004002023e+06,4.656215146061427891e+06,3.287190600463123061e+06,4.847226747102030053e+00,1.226536938774645202e+00,0.000000000000000000e+00
-2.849879091531734448e+06,4.656215158326797187e+06,3.287190600463123061e+06,4.845078654883317348e+00,1.234995072052542220e+00,0.000000000000000000e+00
-2.849879043080947828e+06,4.656215170676748268e+06,3.287190600463123061e+06,4.842915803693975896e+00,1.243449443415828526e+00,0.000000000000000000e+00
-2.849878994651789777e+06,4.656215183111242950e+06,3.287190600463123061e+06,4.840738200124354407e+00,1.251900027101533919e+00,0.000000000000000000e+00
-2.849878946244407911e+06,4.656215195630243048e+06,3.287190600463123061e+06,4.838545850809564897e+00,1.260346797359178650e+00,0.000000000000000000e+00
-2.849878897858949378e+06,4.656215208233711310e+06,3.287190600463123061e+06,4.836338762429473803e+00,1.268789728450755216e+00,0.000000000000000000e+00
-2.849878849495561793e+06,4.656215220921608619e+06,3.287190600463123061e+06,4.834116941708698434e+00,1.277228794650721921e+00,0.000000000000000000e+00
-2.849878801154392306e+06,4.656215233693895862e+06,3.287190600463123061e+06,4.831880395416600749e+00,1.285663970246003096e+00,0.000000000000000000e+00
-2.849878752835588530e+06,4.656215246550535783e+06,3.287190600463123061e+06,4.829629130367275813e+00,1.294095229535998204e+00,0.000000000000000000e+00
-2.849878704539297149e+06,4.656215259491488338e+06,3.287190600463123061e+06,4.827363153419548247e+00,1.302522546832598049e+00,0.000000000000000000e+00
-2.849878656265665311e+06,4.656215272516713478e+06,3.287190600463123061e+06,4.825082471476954460e+00,1.310945896460204985e+00,0.000000000000000000e+00
-2.849878608014840633e+06,4.656215285626173019e+06,3.287190600463123061e+06,4.822787091487733768e+00,1.319365252755763995e+00,0.000000000000000000e+00
-2.849878559786969796e+06,4.656215298819825053e+06,3.287190600463123061e+06,4.820477020444820404e+00,1.327780590068790900e+00,0.000000000000000000e+00
-2.849878511582199484e+06,4.656215312097631395e+06,3.287190600463123061e+06,4.818152265385819533e+00,1.336191882761412986e+00,0.000000000000000000e+00
-2.849878463400676847e+06,4.656215325459550135e+06,3.287190600463123061e+06,4.815812833393003700e+00,1.344599105208408529e+00,0.000000000000000000e+00
-2.849878415242548566e+06,4.656215338905541226e+06,3.287190600463123061e+06,4.813458731593287077e+00,1.353002231797252319e+00,0.000000000000000000e+00
-2.849878367107961327e+06,4.656215352435563691e+06,3.287190600463123061e+06,4.811089967158218350e+00,1.361401236928162728e+00,0.000000000000000000e+00
-2.849878318997061811e+06,4.656215366049575619e+06,3.287190600463123061e+06,4.808706547303959411e+00,1.369796095014155224e+00,0.000000000000000000e+00
-2.849878270909996238e+06,4.656215379747536965e+06,3.287190600463123061e+06,4.806308479291269364e+00,1.378186780481092999e+00,0.000000000000000000e+00
-2.849878222846911289e+06,4.656215393529403955e+06,3.287190600463123061e+06,4.803895770425486766e+00,1.386573267767745588e+00,0.000000000000000000e+00
-2.849878174807953648e+06,4.656215407395137474e+06,3.287190600463123061e+06,4.801468428056507420e+00,1.394955531325845932e+00,0.000000000000000000e+00
-2.849878126793269534e+06,4.656215421344692819e+06,3.287190600463123061e+06,4.799026459578772830e+00,1.403333545620151446e+00,0.000000000000000000e+00
-2.849878078803004697e+06,4.656215435378028080e+06,3.287190600463123061e+06,4.796569872431247106e+00,1.411707285128505296e+00,0.000000000000000000e+00
-2.849878030837306287e+06,4.656215449495100416e+06,3.287190600463123061e+06,4.794098674097392987e+00,1.420076724341899910e+00,0.000000000000000000e+00
-2.849877982896319591e+06,4.656215463695867918e+06,3.287190600463123061e+06,4.791612872105160292e+00,1.428441837764542255e+00,0.000000000000000000e+00
-2.849877934980190825e+06,4.656215477980285883e+06,3.287190600463123061e+06,4.789112474026956612e+00,1.436802599913919565e+00,0.000000000000000000e+00
-2.849877887089065742e+06,4.656215492348312400e+06,3.287190600463123061e+06,4.786597487479635760e+00,1.445158985320867062e+00,0.000000000000000000e+00
-2.849877839223091025e+06,4.656215506799901836e+06,3.287190600463123061e+06,4.784067920124466688e+00,1.453510968529635683e+00,0.000000000000000000e+00
-2.849877791382411961e+06,4.656215521335012279e+06,3.287190600463123061e+06,4.781523779667118390e+00,1.461858524097962020e+00,0.000000000000000000e+00
-2.849877743567173835e+06,4.656215535953597166e+06,3.287190600463123061e+06,4.778965073857637691e+00,1.470201626597137157e+00,0.000000000000000000e+00
-2.849877695777523331e+06,4.656215550655613653e+06,3.287190600463123061e+06,4.776391810490422607e+00,1.478540250612077944e+00,0.000000000000000000e+00
-2.849877648013605271e+06,4.656215565441016108e+06,3.287190600463123061e+06,4.773803997404205468e+00,1.486874370741398721e+00,0.000000000000000000e+00
-2.849877600275565404e+06,4.656215580309759825e+06,3.287190600463123061e+06,4.771201642482027161e+00,1.495203961597482145e+00,0.000000000000000000e+00
-2.849877552563549019e+06,4.656215595261799172e+06,3.287190600463123061e+06,4.768584753651215813e+00,1.503528997806553136e+00,0.000000000000000000e+00
-2.849877504877701402e+06,4.656215610297089443e+06,3.287190600463123061e+06,4.765953338883360146e+00,1.511849454008749483e+00,0.000000000000000000e+00
-2.849877457218167838e+06,4.656215625415584072e+06,3.287190600463123061e+06,4.763307406194290827e+00,1.520165304858197564e+00,0.000000000000000000e+00
-2.849877409585093614e+06,4.656215640617236495e+06,3.287190600463123061e+06,4.760646963644054708e+00,1.528476525023083843e+00,0.000000000000000000e+00
