ref_pos_x (m),ref_pos_y (m),ref_pos_z (m)
-2.849884799250875134e+06,4.656216091941935010e+06,3.287192419463123195e+06
-2.849884780150875449e+06,4.656216111041935161e+06,3.287192438563122880e+06
-2.849884760950875469e+06,4.656216130241935141e+06,3.287192457763122860e+06
-2.849884741650875192e+06,4.656216149541934952e+06,3.287192477063123137e+06
-2.849884722250875086e+06,4.656216168941934593e+06,3.287192496463123243e+06
-2.849884702750875149e+06,4.656216188441934995e+06,3.287192515963123180e+06
-2.849884683150875382e+06,4.656216208041935228e+06,3.287192535563122947e+06
-2.849884663450875320e+06,4.656216227741935290e+06,3.287192555263123009e+06
-2.849884643650875427e+06,4.656216247541935183e+06,3.287192575063122902e+06
-2.849884623750875238e+06,4.656216267441934906e+06,3.287192594963123091e+06
-2.849884603750875220e+06,4.656216287441934459e+06,3.287192614963123109e+06
-2.849884583650875371e+06,4.656216307541934773e+06,3.287192635063122958e+06
-2.849884563450875226e+06,4.656216327741934918e+06,3.287192655263123102e+06
-2.849884543150875252e+06,4.656216348041934893e+06,3.287192675563123077e+06
-2.849884522750875447e+06,4.656216368441934697e+06,3.287192695963122882e+06
-2.849884502250875346e+06,4.656216388941935264e+06,3.287192716463122983e+06
-2.849884481650875416e+06,4.656216409541934729e+06,3.287192737063122913e+06
-2.849884460950875189e+06,4.656216430241934955e+06,3.287192757763123140e+06
-2.849884440150875133e+06,4.656216451041935012e+06,3.287192778563123196e+06
-2.849884419250875246e+06,4.656216471941934898e+06,3.287192799463123083e+06
-2.849884398250875063e+06,4.656216492941934615e+06,3.287192820463123266e+06
-2.849884377150875051e+06,4.656216514041935094e+06,3.287192841563123278e+06
-2.849884355950875208e+06,4.656216535241934471e+06,3.287192862763123121e+06
-2.849884334650875069e+06,4.656216556541934609e+06,3.287192884063123260e+06
-2.849884313250875100e+06,4.656216577941934578e+06,3.287192905463123228e+06
-2.849884291750875302e+06,4.656216599441935308e+06,3.287192926963123027e+06
-2.849884270150875207e+06,4.656216621041934937e+06,3.287192948563123122e+06
-2.849884248450875282e+06,4.656216642741935328e+06,3.287192970263123047e+06
-2.849884226650875062e+06,4.656216664541934617e+06,3.287192992063123267e+06
-2.849884204750875477e+06,4.656216686441934668e+06,3.287193013963122852e+06
-2.849884182750875130e+06,4.656216708441934548e+06,3.287193035963123199e+06
-2.849884160650875419e+06,4.656216730541935191e+06,3.287193058063122910e+06
-2.849884138450875413e+06,4.656216752741934732e+06,3.287193080263122916e+06
-2.849884116150875110e+06,4.656216775041935034e+06,3.287193102563123219e+06
-2.849884093750875443e+06,4.656216797441935167e+06,3.287193124963122886e+06
-2.849884071250875480e+06,4.656216819941935129e+06,3.287193147463122848e+06
-2.849884048650875222e+06,4.656216842541934922e+06,3.287193170063123107e+06
-2.849884025950875133e+06,4.656216865241934545e+06,3.287193192763123196e+06
-2.849884003150875214e+06,4.656216888041934930e+06,3.287193215563123114e+06
-2.849883980250875466e+06,4.656216910941935144e+06,3.287193238463122863e+06
-2.849883957250875421e+06,4.656216933941935189e+06,3.287193261463122908e+06
-2.849883934150875080e+06,4.656216957041935064e+06,3.287193284563123249e+06
-2.849883910950875375e+06,4.656216980241934769e+06,3.287193307763122953e+06
-2.849883887650875375e+06,4.656217003541935235e+06,3.287193331063122954e+06
-2.849883864250875078e+06,4.656217026941934600e+06,3.287193354463123251e+06
-2.849883840750875417e+06,4.656217050441934727e+06,3.287193377963122912e+06
-2.849883817150875460e+06,4.656217074041934684e+06,3.287193401563122869e+06
-2.849883793450875208e+06,4.656217097741934471e+06,3.287193425263123121e+06
-2.849883769650875125e+06,4.656217121541935019e+06,3.287193449063123204e+06
-2.849883745750875212e+06,4.656217145441934466e+06,3.287193472963123117e+06
-2.849883721750875469e+06,4.656217169441934675e+06,3.287193496963122860e+06
-2.849883697650875431e+06,4.656217193541934714e+06,3.287193521063122898e+06
-2.849883673450875096e+06,4.656217217741934583e+06,3.287193545263123233e+06
-2.849883649150875397e+06,4.656217242041935213e+06,3.287193569563122932e+06
-2.849883624750875402e+06,4.656217266441934742e+06,3.287193593963122927e+06
-2.849883600250875112e+06,4.656217290941935033e+06,3.287193618463123217e+06
-2.849883575650875457e+06,4.656217315541935153e+06,3.287193643063122872e+06
-2.849883550950875040e+06,4.656217340241935104e+06,3.287193667763123289e+06
-2.849883526150875259e+06,4.656217365041934885e+06,3.287193692563123070e+06
-2.849883501250875182e+06,4.656217389941934496e+06,3.287193717463123146e+06
-2.849883476250875276e+06,4.656217414941934869e+06,3.287193742463123053e+06
-2.849883451150875073e+06,4.656217440041935071e+06,3.287193767563123256e+06
-2.849883425950875040e+06,4.656217465241935104e+06,3.287193792763123289e+06
-2.849883400650875177e+06,4.656217490541934967e+06,3.287193818063123152e+06
-2.849883375250875484e+06,4.656217515941934660e+06,3.287193843463122845e+06
-2.849883349750875495e+06,4.656217541441935115e+06,3.287193868963122834e+06
-2.849883324150875211e+06,4.656217567041934468e+06,3.287193894563123118e+06
-2.849883298450875096e+06,4.656217592741934583e+06,3.287193920263123233e+06
-2.849883272650875151e+06,4.656217618541934527e+06,3.287193946063123178e+06
-2.849883246750875376e+06,4.656217644441935234e+06,3.287193971963122953e+06
-2.849883220750875305e+06,4.656217670441934839e+06,3.287193997963123024e+06
-2.849883194650875404e+06,4.656217696541935205e+06,3.287194024063122924e+06
-2.849883168450875208e+06,4.656217722741934471e+06,3.287194050263123121e+06
-2.849883142150875181e+06,4.656217749041934498e+06,3.287194076563123148e+06
-2.849883115750875324e+06,4.656217775441935286e+06,3.287194102963123005e+06
-2.849883089250875171e+06,4.656217801941934973e+06,3.287194129463123158e+06
-2.849883062650875188e+06,4.656217828541934490e+06,3.287194156063123140e+06
-2.849883035950875375e+06,4.656217855241934769e+06,3.287194182763122953e+06
-2.849883009150875267e+06,4.656217882041934878e+06,3.287194209563123062e+06
-2.849882982250875328e+06,4.656217908941934817e+06,3.287194236463123001e+06
-2.849882955250875093e+06,4.656217935941934586e+06,3.287194263463123236e+06
-2.849882928150875494e+06,4.656217963041935116e+06,3.287194290563122835e+06
-2.849882900950875133e+06,4.656217990241934545e+06,3.287194317763123196e+06
-2.849882873650875408e+06,4.656218017541934736e+06,3.287194345063122921e+06
-2.849882846250875387e+06,4.656218044941934757e+06,3.287194372463122942e+06
-2.849882818750875071e+06,4.656218072441934608e+06,3.287194399963123258e+06
-2.849882791150875390e+06,4.656218100041935220e+06,3.287194427563122939e+06
-2.849882763450875413e+06,4.656218127741934732e+06,3.287194455263122916e+06
-2.849882735650875140e+06,4.656218155541935004e+06,3.287194483063123189e+06
-2.849882707750875037e+06,4.656218183441935107e+06,3.287194510963123292e+06
-2.849882679750875104e+06,4.656218211441935040e+06,3.287194538963123225e+06
-2.849882651650875341e+06,4.656218239541934803e+06,3.287194567063122988e+06
-2.849882623450875282e+06,4.656218267741935328e+06,3.287194595263123047e+06
-2.849882595150875393e+06,4.656218296041934751e+06,3.287194623563122936e+06
-2.849882566750875209e+06,4.656218324441934936e+06,3.287194651963123120e+06
-2.849882538250875194e+06,4.656218352941934951e+06,3.287194680463123135e+06
-2.849882509650875349e+06,4.656218381541934796e+06,3.287194709063122980e+06
-2.849882480950875208e+06,4.656218410241934471e+06,3.287194737763123121e+06
-2.849882452150875237e+06,4.656218439041934907e+06,3.287194766563123092e+06
-2.849882423250875436e+06,4.656218467941935174e+06,3.287194795463122893e+06
-2.849882394250875339e+06,4.656218496941935271e+06,3.287194824463122990e+06
-2.849882365150875412e+06,4.656218526041935198e+06,3.287194853563122917e+06
-2.849882335950875189e+06,4.656218555241934955e+06,3.287194882763123140e+06
-2.849882306650875136e+06,4.656218584541934542e+06,3.287194912063123193e+06
-2.849882277250875253e+06,4.656218613941934891e+06,3.287194941463123076e+06
-2.849882247750875074e+06,4.656218643441935070e+06,3.287194970963123254e+06
-2.849882218150875065e+06,4.656218673041935079e+06,3.287195000563123263e+06
-2.849882188450875226e+06,4.656218702741934918e+06,3.287195030263123102e+06
-2.849882158650875092e+06,4.656218732541934587e+06,3.287195060063123237e+06
-2.849882128750875127e+06,4.656218762441935018e+06,3.287195089963123202e+06
-2.849882098750875331e+06,4.656218792441935278e+06,3.287195119963122997e+06
-2.849882068650875241e+06,4.656218822541934438e+06,3.287195150063123088e+06
-2.849882038450875320e+06,4.656218852741935290e+06,3.287195180263123009e+06
-2.849882008150875103e+06,4.656218883041935042e+06,3.287195210563123226e+06
-2.849881977750875056e+06,4.656218913441934623e+06,3.287195240963123273e+06
-2.849881947250875179e+06,4.656218943941934966e+06,3.287195271463123150e+06
-2.849881916650875472e+06,4.656218974541935138e+06,3.287195302063122857e+06
-2.849881885950875469e+06,4.656219005241935141e+06,3.287195332763122860e+06
-2.849881855150875170e+06,4.656219036041934974e+06,3.287195363563123159e+06
-2.849881824250875041e+06,4.656219066941934638e+06,3.287195394463123288e+06
-2.849881793250875082e+06,4.656219097941935062e+06,3.287195425463123247e+06
-2.849881762150875293e+06,4.656219129041935317e+06,3.287195456563123036e+06
-2.849881730950875208e+06,4.656219160241934471e+06,3.287195487763123121e+06
-2.849881699650875293e+06,4.656219191541935317e+06,3.287195519063123036e+06
-2.849881668250875082e+06,4.656219222941935062e+06,3.287195550463123247e+06
-2.849881636750875041e+06,4.656219254441934638e+06,3.287195581963123288e+06
-2.849881605150875170e+06,4.656219286041934974e+06,3.287195613563123159e+06
-2.849881573450875469e+06,4.656219317741935141e+06,3.287195645263122860e+06
-2.849881541650875472e+06,4.656219349541935138e+06,3.287195677063122857e+06
-2.849881509750875179e+06,4.656219381441934966e+06,3.287195708963123150e+06
-2.849881477750875056e+06,4.656219413441934623e+06,3.287195740963123273e+06
-2.849881445650875103e+06,4.656219445541935042e+06,3.287195773063123226e+06
-2.849881413450875320e+06,4.656219477741935290e+06,3.287195805263123009e+06
-2.849881381150875241e+06,4.656219510041934438e+06,3.287195837563123088e+06
-2.849881348750875331e+06,4.656219542441935278e+06,3.287195869963122997e+06
-2.849881316250875127e+06,4.656219574941935018e+06,3.287195902463123202e+06
-2.849881283650875092e+06,4.656219607541934587e+06,3.287195935063123237e+06
-2.849881250950875226e+06,4.656219640241934918e+06,3.287195967763123102e+06
-2.849881218150875065e+06,4.656219673041935079e+06,3.287196000563123263e+06
-2.849881185250875074e+06,4.656219705941935070e+06,3.287196033463123254e+06
-2.849881152250875253e+06,4.656219738941934891e+06,3.287196066463123076e+06
-2.849881119150875136e+06,4.656219772041934542e+06,3.287196099563123193e+06
-2.849881085950875189e+06,4.656219805241934955e+06,3.287196132763123140e+06
-2.849881052650875412e+06,4.656219838541935198e+06,3.287196166063122917e+06
-2.849881019250875339e+06,4.656219871941935271e+06,3.287196199463122990e+06
-2.849880985750875436e+06,4.656219905441935174e+06,3.287196232963122893e+06
-2.849880952150875237e+06,4.656219939041934907e+06,3.287196266563123092e+06
-2.849880918450875208e+06,4.656219972741934471e+06,3.287196300263123121e+06
-2.849880884650875349e+06,4.656220006541934796e+06,3.287196334063122980e+06
-2.849880850750875194e+06,4.656220040441934951e+06,3.287196367963123135e+06
-2.849880816750875209e+06,4.656220074441934936e+06,3.287196401963123120e+06
-2.849880782650875393e+06,4.656220108541934751e+06,3.287196436063122936e+06
-2.849880748450875282e+06,4.656220142741935328e+06,3.287196470263123047e+06
-2.849880714150875341e+06,4.656220177041934803e+06,3.287196504563122988e+06
-2.849880679750875104e+06,4.656220211441935040e+06,3.287196538963123225e+06
-2.849880645250875037e+06,4.656220245941935107e+06,3.287196573463123292e+06
-2.849880610650875140e+06,4.656220280541935004e+06,3.287196608063123189e+06
-2.849880575950875413e+06,4.656220315241934732e+06,3.287196642763122916e+06
-2.849880541150875390e+06,4.656220350041935220e+06,3.287196677563122939e+06
-2.849880506250875071e+06,4.656220384941934608e+06,3.287196712463123258e+06
-2.849880471250875387e+06,4.656220419941934757e+06,3.287196747463122942e+06
-2.849880436150875408e+06,4.656220455041934736e+06,3.287196782563122921e+06
-2.849880400950875133e+06,4.656220490241934545e+06,3.287196817763123196e+06
-2.849880365650875494e+06,4.656220525541935116e+06,3.287196853063122835e+06
-2.849880330250875093e+06,4.656220560941934586e+06,3.287196888463123236e+06
-2.849880294750875328e+06,4.656220596441934817e+06,3.287196923963123001e+06
-2.849880259150875267e+06,4.656220632041934878e+06,3.287196959563123062e+06
-2.849880223450875375e+06,4.656220667741934769e+06,3.287196995263122953e+06
-2.849880187650875188e+06,4.656220703541934490e+06,3.287197031063123140e+06
-2.849880151750875171e+06,4.656220739441934973e+06,3.287197066963123158e+06
-2.849880115750875324e+06,4.656220775441935286e+06,3.287197102963123005e+06
-2.849880079650875181e+06,4.656220811541934498e+06,3.287197139063123148e+06
-2.849880043450875208e+06,4.656220847741934471e+06,3.287197175263123121e+06
-2.849880007150875404e+06,4.656220884041935205e+06,3.287197211563122924e+06
-2.849879970750875305e+06,4.656220920441934839e+06,3.287197247963123024e+06
