ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
9.999999928358168644e-01,9.999999928358168644e-01,-8.794216477563539414e+00
9.999999935522351224e-01,9.999999935522351224e-01,-8.794216476847120489e+00
9.999999941970115769e-01,9.999999941970115769e-01,-8.794216476202343813e+00
9.999999947773103859e-01,9.999999947773103859e-01,-8.794216475622045337e+00
9.999999952995793917e-01,9.999999952995793917e-01,-8.794216475099776886e+00
9.999999957696213970e-01,9.999999957696213970e-01,-8.794216474629733327e+00
9.999999961926592240e-01,9.999999961926592240e-01,-8.794216474206695722e+00
9.999999965733933349e-01,9.999999965733933349e-01,-8.794216473825962055e+00
9.999999969160540125e-01,9.999999969160540125e-01,-8.794216473483301044e+00
9.999999972244486557e-01,9.999999972244486557e-01,-8.794216473174905957e+00
9.999999975020037457e-01,9.999999975020037457e-01,-8.794216472897351977e+00
9.999999977518033711e-01,9.999999977518033711e-01,-8.794216472647551797e+00
9.999999979766229785e-01,9.999999979766229785e-01,-8.794216472422732522e+00
9.999999981789606807e-01,9.999999981789606807e-01,-8.794216472220394820e+00
9.999999983610645682e-01,9.999999983610645682e-01,-8.794216472038291599e+00
9.999999985249581336e-01,9.999999985249581336e-01,-8.794216471874397811e+00
9.999999986724623646e-01,9.999999986724623646e-01,-8.794216471726892692e+00
9.999999988052161726e-01,9.999999988052161726e-01,-8.794216471594140216e+00
9.999999989246945997e-01,9.999999989246945997e-01,-8.794216471474660679e+00
9.999999990322251398e-01,9.999999990322251398e-01,-8.794216471367130694e+00
9.999999991290026147e-01,9.999999991290026147e-01,-8.794216471270352997e+00
9.999999992161023865e-01,9.999999992161023865e-01,-8.794216471183252892e+00
9.999999992944921257e-01,9.999999992944921257e-01,-8.794216471104864041e+00
9.999999993650429131e-01,9.999999993650429131e-01,-8.794216471034312477e+00
9.999999994285385663e-01,9.999999994285385663e-01,-8.794216470970816601e+00
9.999999994856847430e-01,9.999999994856847430e-01,-8.794216470913671202e+00
9.999999995371162687e-01,9.999999995371162687e-01,-8.794216470862238566e+00
9.999999995834046862e-01,9.999999995834046862e-01,-8.794216470815950260e+00
9.999999996250642509e-01,9.999999996250642509e-01,-8.794216470774291139e+00
9.999999996625578147e-01,9.999999996625578147e-01,-8.794216470736797575e+00
9.999999996963020443e-01,9.999999996963020443e-01,-8.794216470703053901e+00
9.999999997266718621e-01,9.999999997266718621e-01,-8.794216470672683528e+00
9.999999997540046648e-01,9.999999997540046648e-01,-8.794216470645350725e+00
9.999999997786042094e-01,9.999999997786042094e-01,-8.794216470620751736e+00
9.999999998007438329e-01,9.999999998007438329e-01,-8.794216470598611224e+00
9.999999998206694496e-01,9.999999998206694496e-01,-8.794216470578685829e+00
9.999999998386025490e-01,9.999999998386025490e-01,-8.794216470560753507e+00
9.999999998547423052e-01,9.999999998547423052e-01,-8.794216470544613529e+00
9.999999998692680192e-01,9.999999998692680192e-01,-8.794216470530088259e+00
9.999999998823412284e-01,9.999999998823412284e-01,-8.794216470517014272e+00
9.999999998941071500e-01,9.999999998941071500e-01,-8.794216470505247685e+00
9.999999999046964572e-01,9.999999999046964572e-01,-8.794216470494658822e+00
9.999999999142268337e-01,9.999999999142268337e-01,-8.794216470485128667e+00
9.999999999228041947e-01,9.999999999228041947e-01,-8.794216470476550640e+00
9.999999999305237974e-01,9.999999999305237974e-01,-8.794216470468832370e+00
9.999999999374714621e-01,9.999999999374714621e-01,-8.794216470461883262e+00
9.999999999437243492e-01,9.999999999437243492e-01,-8.794216470455630486e+00
9.999999999493519587e-01,9.999999999493519587e-01,-8.794216470450002987e+00
9.999999999544167961e-01,9.999999999544167961e-01,-8.794216470444938594e+00
9.999999999589751498e-01,9.999999999589751498e-01,-8.794216470440380462e+00
9.999999999630776459e-01,9.999999999630776459e-01,-8.794216470436277078e+00
9.999999999667699146e-01,9.999999999667699146e-01,-8.794216470432585808e+00
9.999999999700929232e-01,9.999999999700929232e-01,-8.794216470429262245e+00
9.999999999730836420e-01,9.999999999730836420e-01,-8.794216470426272636e+00
9.999999999757752667e-01,9.999999999757752667e-01,-8.794216470423579679e+00
9.999999999781977733e-01,9.999999999781977733e-01,-8.794216470421158505e+00
9.999999999803780293e-01,9.999999999803780293e-01,-8.794216470418977138e+00
9.999999999823402375e-01,9.999999999823402375e-01,-8.794216470417016041e+00
9.999999999841061582e-01,9.999999999841061582e-01,-8.794216470415248565e+00
9.999999999856955535e-01,9.999999999856955535e-01,-8.794216470413660502e+00
9.999999999871259648e-01,9.999999999871259648e-01,-8.794216470412228759e+00
9.999999999884133794e-01,9.999999999884133794e-01,-8.794216470410942676e+00
9.999999999895720082e-01,9.999999999895720082e-01,-8.794216470409782715e+00
9.999999999906148407e-01,9.999999999906148407e-01,-8.794216470408739994e+00
9.999999999915533122e-01,9.999999999915533122e-01,-8.794216470407802078e+00
9.999999999923979699e-01,9.999999999923979699e-01,-8.794216470406958308e+00
9.999999999931581396e-01,9.999999999931581396e-01,-8.794216470406198027e+00
9.999999999938423700e-01,9.999999999938423700e-01,-8.794216470405512354e+00
9.999999999944580997e-01,9.999999999944580997e-01,-8.794216470404897734e+00
9.999999999950123231e-01,9.999999999950123231e-01,-8.794216470404343511e+00
9.999999999955110352e-01,9.999999999955110352e-01,-8.794216470403844355e+00
9.999999999959598984e-01,9.999999999959598984e-01,-8.794216470403394936e+00
9.999999999963639086e-01,9.999999999963639086e-01,-8.794216470402991703e+00
9.999999999967275066e-01,9.999999999967275066e-01,-8.794216470402627550e+00
9.999999999970548004e-01,9.999999999970548004e-01,-8.794216470402300700e+00
9.999999999973493425e-01,9.999999999973493425e-01,-8.794216470402005825e+00
9.999999999976143528e-01,9.999999999976143528e-01,-8.794216470401741148e+00
9.999999999978529397e-01,9.999999999978529397e-01,-8.794216470401503116e+00
9.999999999980676568e-01,9.999999999980676568e-01,-8.794216470401288177e+00
9.999999999982608356e-01,9.999999999982608356e-01,-8.794216470401094554e+00
9.999999999984346966e-01,9.999999999984346966e-01,-8.794216470400920471e+00
9.999999999985912380e-01,9.999999999985912380e-01,-8.794216470400764152e+00
9.999999999987321253e-01,9.999999999987321253e-01,-8.794216470400623820e+00
9.999999999988589128e-01,9.999999999988589128e-01,-8.794216470400495922e+00
9.999999999989730437e-01,9.999999999989730437e-01,-8.794216470400382235e+00
9.999999999990757393e-01,9.999999999990757393e-01,-8.794216470400279206e+00
9.999999999991681099e-01,9.999999999991681099e-01,-8.794216470400186836e+00
9.999999999992512656e-01,9.999999999992512656e-01,-8.794216470400105123e+00
9.999999999993260946e-01,9.999999999993260946e-01,-8.794216470400028740e+00
9.999999999993934852e-01,9.999999999993934852e-01,-8.794216470399961239e+00
9.999999999994541033e-01,9.999999999994541033e-01,-8.794216470399900842e+00
9.999999999995087263e-01,9.999999999995087263e-01,-8.794216470399847552e+00
9.999999999995577982e-01,9.999999999995577982e-01,-8.794216470399797814e+00
9.999999999996019850e-01,9.999999999996019850e-01,-8.794216470399753405e+00
9.999999999996417310e-01,9.999999999996417310e-01,-8.794216470399714325e+00
9.999999999996775912e-01,9.999999999996775912e-01,-8.794216470399678798e+00
9.999999999997097877e-01,9.999999999997097877e-01,-8.794216470399645047e+00
9.999999999997387645e-01,9.999999999997387645e-01,-8.794216470399616625e+00
9.999999999997648548e-01,9.999999999997648548e-01,-8.794216470399589980e+00
9.999999999997883915e-01,9.999999999997883915e-01,-8.794216470399566887e+00
9.999999999998095968e-01,9.999999999998095968e-01,-8.794216470399545571e+00
9.999999999998285816e-01,9.999999999998285816e-01,-8.794216470399526031e+00
9.999999999998456790e-01,9.999999999998456790e-01,-8.794216470399510044e+00
9.999999999998611111e-01,9.999999999998611111e-01,-8.794216470399494057e+00
9.999999999998749889e-01,9.999999999998749889e-01,-8.794216470399479846e+00
9.999999999998875344e-01,9.999999999998875344e-01,-8.794216470399467411e+00
9.999999999998987477e-01,9.999999999998987477e-01,-8.794216470399456753e+00
9.999999999999088507e-01,9.999999999999088507e-01,-8.794216470399446095e+00
9.999999999999179545e-01,9.999999999999179545e-01,-8.794216470399437213e+00
9.999999999999261702e-01,9.999999999999261702e-01,-8.794216470399430108e+00
9.999999999999334976e-01,9.999999999999334976e-01,-8.794216470399421226e+00
9.999999999999401590e-01,9.999999999999401590e-01,-8.794216470399415897e+00
9.999999999999461542e-01,9.999999999999461542e-01,-8.794216470399408792e+00
9.999999999999514833e-01,9.999999999999514833e-01,-8.794216470399403462e+00
9.999999999999563682e-01,9.999999999999563682e-01,-8.794216470399399910e+00
9.999999999999606981e-01,9.999999999999606981e-01,-8.794216470399394581e+00
9.999999999999645839e-01,9.999999999999645839e-01,-8.794216470399391028e+00
9.999999999999681366e-01,9.999999999999681366e-01,-8.794216470399387475e+00
9.999999999999713562e-01,9.999999999999713562e-01,-8.794216470399383923e+00
9.999999999999742428e-01,9.999999999999742428e-01,-8.794216470399380370e+00
9.999999999999767963e-01,9.999999999999767963e-01,-8.794216470399378593e+00
9.999999999999791278e-01,9.999999999999791278e-01,-8.794216470399376817e+00
9.999999999999812372e-01,9.999999999999812372e-01,-8.794216470399375041e+00
9.999999999999831246e-01,9.999999999999831246e-01,-8.794216470399373264e+00
9.999999999999847899e-01,9.999999999999847899e-01,-8.794216470399371488e+00
9.999999999999863443e-01,9.999999999999863443e-01,-8.794216470399369712e+00
9.999999999999876765e-01,9.999999999999876765e-01,-8.794216470399367935e+00
9.999999999999888978e-01,9.999999999999888978e-01,-8.794216470399366159e+00
9.999999999999900080e-01,9.999999999999900080e-01,-8.794216470399366159e+00
9.999999999999910072e-01,9.999999999999910072e-01,-8.794216470399364383e+00
9.999999999999918954e-01,9.999999999999918954e-01,-8.794216470399364383e+00
9.999999999999926725e-01,9.999999999999926725e-01,-8.794216470399362606e+00
9.999999999999934497e-01,9.999999999999934497e-01,-8.794216470399362606e+00
9.999999999999941158e-01,9.999999999999941158e-01,-8.794216470399360830e+00
9.999999999999946709e-01,9.999999999999946709e-01,-8.794216470399360830e+00
9.999999999999952260e-01,9.999999999999952260e-01,-8.794216470399360830e+00
9.999999999999956701e-01,9.999999999999956701e-01,-8.794216470399359054e+00
9.999999999999961142e-01,9.999999999999961142e-01,-8.794216470399359054e+00
9.999999999999964473e-01,9.999999999999964473e-01,-8.794216470399359054e+00
9.999999999999967804e-01,9.999999999999967804e-01,-8.794216470399359054e+00
9.999999999999971134e-01,9.999999999999971134e-01,-8.794216470399359054e+00
9.999999999999974465e-01,9.999999999999974465e-01,-8.794216470399357277e+00
9.999999999999976685e-01,9.999999999999976685e-01,-8.794216470399357277e+00
9.999999999999978906e-01,9.999999999999978906e-01,-8.794216470399357277e+00
9.999999999999981126e-01,9.999999999999981126e-01,-8.794216470399357277e+00
9.999999999999983347e-01,9.999999999999983347e-01,-8.794216470399357277e+00
9.999999999999984457e-01,9.999999999999984457e-01,-8.794216470399357277e+00
9.999999999999985567e-01,9.999999999999985567e-01,-8.794216470399357277e+00
9.999999999999986677e-01,9.999999999999986677e-01,-8.794216470399357277e+00
9.999999999999987788e-01,9.999999999999987788e-01,-8.794216470399357277e+00
9.999999999999988898e-01,9.999999999999988898e-01,-8.794216470399357277e+00
9.999999999999990008e-01,9.999999999999990008e-01,-8.794216470399357277e+00
9.999999999999991118e-01,9.999999999999991118e-01,-8.794216470399355501e+00
9.999999999999992228e-01,9.999999999999992228e-01,-8.794216470399355501e+00
9.999999999999993339e-01,9.999999999999993339e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
9.999999999999994449e-01,9.999999999999994449e-01,-8.794216470399355501e+00
