gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
-2.849876682039899286e+06,4.656214124491604045e+06,3.287189985819713213e+06,1.593356193841507951e+00,4.901086017931876454e-02,5.376496074984015577e-02
-2.849877802700452041e+06,4.656208666508430615e+06,3.287181001883535180e+06,1.686304710082706215e+00,-4.602758290861247437e-02,-7.732454684480805085e-02
-2.849879414170635864e+06,4.656216463324409910e+06,3.287183367378470488e+06,1.826076069691989545e+00,7.310784195068502876e-03,-3.008902935921789132e-02
-2.849881591768667102e+06,4.656208513714779168e+06,3.287193883327644784e+06,1.879132725280604488e+00,-1.304487380071638405e-02,-3.521283680428271418e-02
-2.849879368399201427e+06,4.656214757004584186e+06,3.287193289493624587e+06,1.928095702146694235e+00,5.007834906881471204e-02,4.949312251072145175e-02
-2.849870289447050076e+06,4.656207691803831607e+06,3.287204824113347568e+06,2.115388403309204080e+00,7.789720867628907586e-02,7.648869173300164304e-02
-2.849885938093527686e+06,4.656218864995703101e+06,3.287210044961612672e+06,2.193031332351425444e+00,3.501833051800014567e-03,-4.087133214436133172e-02
-2.849884175882851239e+06,4.656219024926104583e+06,3.287185935963856522e+06,2.305817327244616077e+00,4.339994270667539393e-03,-5.877329756629265378e-02
-2.849890361056772526e+06,4.656220467510869727e+06,3.287183038831293117e+06,2.461131927654542473e+00,1.838471902921690049e-02,-2.667214365253088929e-02
-2.849883429672900122e+06,4.656214018357398920e+06,3.287181314885225147e+06,2.479302630981938815e+00,8.180701347578957228e-03,-5.567687249384215692e-02
-2.849889552839785349e+06,4.656209112221080810e+06,3.287190989637435880e+06,2.601578487590257893e+00,-5.104851001134343147e-03,5.479793601810537332e-03
-2.849884331240104046e+06,4.656209019142556004e+06,3.287184674994569737e+06,2.738662172408460549e+00,4.490239946903014367e-02,1.720055923570634748e-02
-2.849890626675994135e+06,4.656202437676546164e+06,3.287186727718476206e+06,2.798408550532433647e+00,-3.198164726604847338e-03,3.260958772045139840e-04
-2.849884949665356427e+06,4.656212943325549364e+06,3.287194855000059586e+06,2.781772122029549710e+00,-6.424745775859259933e-02,-6.930933683646165085e-03
-2.849878455496825278e+06,4.656209971886786632e+06,3.287199779948318377e+06,3.017448602828661119e+00,1.671947984965753697e-01,-8.107120395849744254e-02
-2.849875470950750168e+06,4.656206275194021873e+06,3.287181652010880411e+06,3.058322890835911689e+00,-3.086749746093917640e-02,1.887353030532440065e-02
-2.849870034038451500e+06,4.656225874892231077e+06,3.287198360496967565e+06,3.176321107115785303e+00,-4.077756601895846100e-02,9.529634506214662570e-02
-2.849875185999130830e+06,4.656207534233416431e+06,3.287197881312920712e+06,3.295298395325364282e+00,-1.932600356215366175e-02,-6.887266683216222707e-02
-2.849873985151772853e+06,4.656208010046776384e+06,3.287198234273403417e+06,3.444810507578631942e+00,-7.012634801335052015e-02,6.094105486502318083e-04
-2.849884054748411756e+06,4.656206227259153500e+06,3.287190495343637653e+06,3.558423252858437635e+00,-2.381538148097230370e-02,7.513807041364636841e-02
-2.849879911578626372e+06,4.656212496365602128e+06,3.287187543968340848e+06,3.589251153671996875e+00,2.977441202184709715e-02,6.109144840359240214e-02
-2.849872448206976056e+06,4.656217148445322178e+06,3.287199069064077456e+06,3.729667624467919218e+00,6.032627331713344421e-02,6.408223997631690150e-02
-2.849875492932295892e+06,4.656210841381945647e+06,3.287197102181542199e+06,3.829365347429969368e+00,9.216849712572952732e-05,-2.361588059816960294e-02
-2.849877963473367970e+06,4.656210127460272983e+06,3.287183745079047047e+06,3.887403150568526478e+00,-2.028030547669166638e-03,3.815347526438564452e-02
-2.849878673154168297e+06,4.656215102536655031e+06,3.287192863360589370e+06,3.954292926320848167e+00,8.375559094201923474e-03,2.336428896330222486e-03
-2.849876916726479307e+06,4.656217499981448986e+06,3.287184903471721336e+06,4.138931382359469779e+00,-2.318779331785561504e-02,-1.049968035259734971e-02
-2.849876956128519028e+06,4.656214837723026983e+06,3.287190730807943270e+06,4.217810232482370303e+00,3.157157052914180001e-02,3.856111514898089183e-03
-2.849878138297042809e+06,4.656212344151870348e+06,3.287182570842439309e+06,4.252790714453275278e+00,-1.672966082097488219e-02,4.087403125186655356e-02
-2.849875641720889136e+06,4.656214401104152203e+06,3.287188061485709623e+06,4.489746255506616102e+00,1.716949127907747494e-02,9.013329826717099424e-02
-2.849880991776072886e+06,4.656216907176555134e+06,3.287180554648556281e+06,4.513675862158133434e+00,5.722065513613364823e-02,-3.602394814540155199e-02
-2.849873468845897820e+06,4.656207155146187171e+06,3.287194018948563840e+06,4.672744324594442666e+00,3.071888803995652395e-02,7.094718996707698178e-02
-2.849872987247812562e+06,4.656214740379807539e+06,3.287182092777190730e+06,4.695406870747294903e+00,1.102732876898735413e-02,9.870137282851384856e-04
-2.849874584836898837e+06,4.656213660716651939e+06,3.287193779979926534e+06,4.768385432093613652e+00,5.917159020892431148e-02,4.580711855388371577e-03
-2.849864127468260936e+06,4.656205874057548121e+06,3.287190387602972332e+06,4.887497828227310492e+00,1.740197585989892645e-03,1.575269193663403344e-02
-2.849881136795263272e+06,4.656217098547188565e+06,3.287185406919228379e+06,4.870075197796308153e+00,-6.116959590576065420e-02,-4.243152990293626303e-02
-2.849873791515846271e+06,4.656216443539435044e+06,3.287188667271920014e+06,5.105751904694827203e+00,-5.953589615014957120e-02,-3.466096458898131061e-02
-2.849873861338641495e+06,4.656210531817652285e+06,3.287180283337121364e+06,5.305445745755618780e+00,8.679160942273340951e-04,3.491957450564677976e-03
-2.849873456943091936e+06,4.656215521607316099e+06,3.287181463196607307e+06,5.280840173639251844e+00,-1.293995815002933064e-02,2.034535071752215790e-02
-2.849877376681944821e+06,4.656211925562667660e+06,3.287184290665831883e+06,5.409464145039938110e+00,3.947830974370139523e-02,-1.645931675257977572e-03
-2.849865175596667919e+06,4.656217557495371439e+06,3.287187094910232350e+06,5.508459481746163178e+00,5.874589724349858072e-02,-5.729673234244167523e-02
-2.849870701581487898e+06,4.656217593710737303e+06,3.287178732145130634e+06,5.618059276541449876e+00,3.663075943638451765e-02,-5.353514760594745708e-02
-2.849879278088161256e+06,4.656211433476279490e+06,3.287194246894877404e+06,5.614099823866247618e+00,-2.277574835594471311e-02,4.401118167557448689e-03
-2.849861541460497770e+06,4.656213001698193140e+06,3.287186300532847643e+06,5.732524565662934002e+00,-5.126485184147810265e-02,-6.187171231094473756e-02
-2.849863290670014452e+06,4.656208197599847801e+06,3.287195341304607689e+06,5.920868896829387218e+00,-4.311528378044660048e-02,9.364929875160441647e-03
-2.849864808137420099e+06,4.656219840777291916e+06,3.287188805226877797e+06,6.009419590553391366e+00,3.354590775268855712e-02,1.440489835625548623e-02
-2.849869247253843583e+06,4.656209375828380696e+06,3.287181801948670764e+06,6.166150721953945535e+00,-6.534250833280579041e-02,-3.132792158621942533e-03
-2.849866928504172713e+06,4.656220272362737916e+06,3.287192717516780831e+06,6.146243737669356832e+00,-4.106751855980459581e-02,-1.145710465812788126e-02
-2.849865355941567570e+06,4.656219975870806724e+06,3.287197215289180633e+06,6.351010370213279188e+00,1.823580616392765381e-03,1.398133607698622948e-03
-2.849867519212541170e+06,4.656212400071310811e+06,3.287202993578605354e+06,6.421486891117273110e+00,-2.696425304853872218e-02,-2.156592667889467227e-02
-2.849869349665751681e+06,4.656207578220942058e+06,3.287185662279923446e+06,6.446659030536843638e+00,-2.750578477516238407e-03,-1.645768847970236273e-02
-2.849860691270125564e+06,4.656216095522341318e+06,3.287185577862976585e+06,6.691165674066995805e+00,-6.060892099284687085e-02,1.911729976455303799e-03
-2.849865437842078041e+06,4.656205820404205471e+06,3.287183478253220208e+06,6.751745363448192094e+00,8.549759450804368319e-03,-2.628699427124399704e-02
-2.849862343921860214e+06,4.656209570468259975e+06,3.287189882560246624e+06,6.702657994864088309e+00,2.419192189868339324e-02,-3.851878147011752584e-03
-2.849866723549122922e+06,4.656207834170857444e+06,3.287185009735328145e+06,6.781367253626411795e+00,-9.350777971371083616e-04,8.497048037451060409e-02
-2.849861149492265657e+06,4.656211823917485774e+06,3.287180320180839393e+06,7.102192146391018035e+00,5.764376505813177676e-03,2.810141801500147529e-02
-2.849855400034115184e+06,4.656204717762657441e+06,3.287188006538487971e+06,7.051846240346649530e+00,1.254299781761255422e-02,3.578414639653338530e-02
-2.849859334807134233e+06,4.656210772381662391e+06,3.287195657744660508e+06,7.214814199346112567e+00,-3.717505441114559578e-02,-9.285140609217279462e-02
-2.849855311758193187e+06,4.656211616684855893e+06,3.287197492910551373e+06,7.333975455731615689e+00,5.526374521859998140e-02,-4.397076240471748526e-02
-2.849865430144621059e+06,4.656210674556560814e+06,3.287187874573515728e+06,7.345419589032776919e+00,3.718563341290789109e-02,-2.507056905143544359e-02
-2.849860592246147804e+06,4.656210196539956145e+06,3.287190650405996479e+06,7.551727730479342426e+00,1.938411548823419997e-03,-2.216108905057109779e-02
-2.849850986986609641e+06,4.656214324099181220e+06,3.287190520922876894e+06,7.639914697652739228e+00,1.614283162053110551e-02,-3.438984038063851861e-02
-2.849847932240704540e+06,4.656208747724569403e+06,3.287196516864110716e+06,7.735981534219297906e+00,-3.121364773115128943e-02,-4.914229417510159598e-02
-2.849856689467999619e+06,4.656218869177693501e+06,3.287191725187134463e+06,7.890081666545485817e+00,6.182637756155816983e-02,-8.502334802227791422e-02
-2.849853682882643770e+06,4.656213686365668662e+06,3.287192721807430498e+06,7.937452016281351774e+00,-2.393296157154064727e-02,2.478141800626439128e-02
-2.849852919951542746e+06,4.656211936159887351e+06,3.287199590272841509e+06,8.037951853611318143e+00,-1.174131594216224796e-02,7.929622342188898110e-02
-2.849840665667217690e+06,4.656214099930215627e+06,3.287192491119984072e+06,8.138864705544762046e+00,4.855118553404750258e-03,-3.986111958372193231e-02
-2.849852966867447365e+06,4.656217623013000935e+06,3.287195939273714088e+06,8.085697259848444673e+00,-1.447974790646601173e-01,3.050454589654308379e-02
-2.849855490929286461e+06,4.656215336364008486e+06,3.287189362757465336e+06,8.282898223612432886e+00,1.706975167742092944e-02,2.636913161530076918e-02
-2.849853226429933216e+06,4.656212624548638240e+06,3.287187358390254900e+06,8.342335813294823765e+00,3.745384279459361507e-03,5.449567193416665276e-03
-2.849851772504119668e+06,4.656216625873526558e+06,3.287188799955160357e+06,8.498871800880142047e+00,2.888084953055942983e-02,1.919457467392064048e-02
