gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
-2.849882553611331619e+06,4.656217350571614690e+06,3.287183652784215286e+06,1.120519600239651936e+01,6.133684732009775153e+00,6.189627134090240013e+00
-2.849884641310732346e+06,4.656208536707832478e+06,3.287189176226937212e+06,1.128822980748986815e+01,6.328205086280822123e+00,6.331177411088513729e+00
-2.849883084089328535e+06,4.656211872845332138e+06,3.287190770858599339e+06,1.146469828363516363e+01,6.379719470138628168e+00,6.441057658272075770e+00
-2.849882018670027610e+06,4.656215544141236693e+06,3.287189373353638221e+06,1.147359806636847246e+01,6.451555670172854029e+00,6.551043412998490467e+00
-2.849886819989080541e+06,4.656209720871804282e+06,3.287197753776431549e+06,1.154999689756057180e+01,6.484337341463932702e+00,6.585280236026468614e+00
-2.849882467605644837e+06,4.656216668319678865e+06,3.287196470325653907e+06,1.161623385015871435e+01,6.720849915381065465e+00,6.722712224956127081e+00
-2.849880667876088060e+06,4.656207290433501825e+06,3.287187636824353132e+06,1.182453823150035710e+01,6.841957199067126183e+00,6.758224392666268621e+00
-2.849884095510605723e+06,4.656210837765745819e+06,3.287185253467752133e+06,1.195845171469847656e+01,6.904836485812999136e+00,6.943885516419160631e+00
-2.849873082329080440e+06,4.656216633036657237e+06,3.287196212323686574e+06,1.202654336102285981e+01,7.037196616618047074e+00,6.985374186000195884e+00
-2.849880015979529824e+06,4.656219274969046004e+06,3.287198214473164640e+06,1.208122995136512934e+01,7.156130045828364317e+00,7.047536069321838070e+00
-2.849874680170208681e+06,4.656235083555002697e+06,3.287189089993892238e+06,1.216880811898754366e+01,7.205162984400724113e+00,7.182303346630656726e+00
-2.849880369264285546e+06,4.656225641279541887e+06,3.287192041092082392e+06,1.227056960607385072e+01,7.277051960201870173e+00,7.219453996255719375e+00
-2.849876537012476008e+06,4.656221451525881886e+06,3.287181742828310933e+06,1.239577515988159462e+01,7.456643456980834195e+00,7.483464292680343632e+00
-2.849881539077846799e+06,4.656232974417721853e+06,3.287190566574368160e+06,1.259380201748856187e+01,7.507966405880477367e+00,7.520430620535704769e+00
-2.849882546901600435e+06,4.656216674635395408e+06,3.287199654940992594e+06,1.258782801226945836e+01,7.664395626034135489e+00,7.633717051712485713e+00
-2.849879828186886851e+06,4.656218980854996480e+06,3.287194749554065987e+06,1.265561176801057286e+01,7.667187609989540853e+00,7.717483181007538384e+00
-2.849885419137255754e+06,4.656209164850963280e+06,3.287188101522790734e+06,1.276562294286390120e+01,7.717619293933495328e+00,7.800044046089193550e+00
-2.849882664444672409e+06,4.656210349302647635e+06,3.287200517598800827e+06,1.297430738260599981e+01,7.896991284734832917e+00,7.853460745203848070e+00
-2.849875290138412733e+06,4.656220076296634972e+06,3.287181345349196345e+06,1.298433129229517746e+01,7.977335290563603465e+00,8.098639202236936896e+00
-2.849877394523384050e+06,4.656220173387724906e+06,3.287191908768405672e+06,1.311283657845795680e+01,8.108436500829110827e+00,8.086310635557854454e+00
-2.849886509487895761e+06,4.656207806508912705e+06,3.287191961750182323e+06,1.317404224525543732e+01,8.191813837045678781e+00,8.135322650275210066e+00
-2.849878091699545737e+06,4.656216157526379451e+06,3.287193745540380478e+06,1.328394548956546295e+01,8.255892841314157238e+00,8.292687581740398883e+00
-2.849883118994928431e+06,4.656225915513426997e+06,3.287186759069218300e+06,1.337897003615135461e+01,8.440770349720919441e+00,8.371132110943291238e+00
-2.849873842184863985e+06,4.656216668718534522e+06,3.287194767568151001e+06,1.356405961628280821e+01,8.558785906891365869e+00,8.557439145356548593e+00
-2.849872797594749369e+06,4.656216590764101595e+06,3.287199603178531863e+06,1.355661794956984068e+01,8.662056779637234527e+00,8.632988841985838491e+00
-2.849872624632462859e+06,4.656217208337763324e+06,3.287190914298180956e+06,1.360752359751042029e+01,8.667336233227306508e+00,8.603636631713536431e+00
-2.849886818562992848e+06,4.656216581329244189e+06,3.287190286110096145e+06,1.382126159865928550e+01,8.805015950420001403e+00,8.807840793570816729e+00
-2.849884190362846479e+06,4.656215096816561185e+06,3.287188931908237748e+06,1.379616302730809174e+01,8.890982045723063720e+00,8.966011913441091608e+00
-2.849887975407117512e+06,4.656216861918739043e+06,3.287180509755558334e+06,1.397156900196715945e+01,8.946088695387048872e+00,8.959133105248204387e+00
-2.849874227092457470e+06,4.656216476742111146e+06,3.287199885913398117e+06,1.405062190406234457e+01,9.032679318365328669e+00,9.180477635519217472e+00
-2.849880610074021388e+06,4.656219969905771315e+06,3.287195641809855588e+06,1.420065963413165022e+01,9.234435840489137348e+00,9.122734138375104607e+00
-2.849876314868015703e+06,4.656223707460584119e+06,3.287184512569453102e+06,1.431782388494654867e+01,9.304404374702798464e+00,9.261574986074753824e+00
-2.849875399391018786e+06,4.656220084002828225e+06,3.287190476263357326e+06,1.440736013552900197e+01,9.323911372174711332e+00,9.406383587393266410e+00
-2.849873974946327973e+06,4.656216008648869582e+06,3.287203687132213730e+06,1.444813394997508915e+01,9.535827552713772803e+00,9.470812787446465819e+00
-2.849874886190444231e+06,4.656217663626653142e+06,3.287194890018457081e+06,1.462490567441890654e+01,9.612153479154853741e+00,9.590769482175474536e+00
-2.849884907863357104e+06,4.656224435727516189e+06,3.287198243194723502e+06,1.469125546077953004e+01,9.698766032399980475e+00,9.686370747271588755e+00
-2.849878769002434798e+06,4.656227234121103771e+06,3.287205122230908833e+06,1.481750326491897418e+01,9.812316652449258214e+00,9.856377363559532867e+00
-2.849870143282307778e+06,4.656213299829439260e+06,3.287192498358780518e+06,1.496134533652409715e+01,9.906421757439400011e+00,9.920465293443159638e+00
-2.849864690364009701e+06,4.656224762586441822e+06,3.287190527531738393e+06,1.495132104609542267e+01,9.970608336078926826e+00,1.002879595721835493e+01
-2.849880770601345226e+06,4.656218352559668943e+06,3.287211018653178588e+06,1.507028418170602357e+01,1.013068993015662400e+01,1.011597902384391290e+01
-2.849888037316983566e+06,4.656211079259713180e+06,3.287199103699528612e+06,1.523329923344969394e+01,1.023027760931331898e+01,1.018454112177667170e+01
-2.849858236113511492e+06,4.656223097823307849e+06,3.287190566496999469e+06,1.537427561863125369e+01,1.037436069877983158e+01,1.027657501015492869e+01
-2.849867585151659790e+06,4.656218839779034257e+06,3.287204879229481798e+06,1.538690443176894362e+01,1.040240396865895534e+01,1.032169721790315009e+01
-2.849881260426277760e+06,4.656210737174823880e+06,3.287187687113704160e+06,1.551041994571467342e+01,1.049410918755864586e+01,1.042474196736183600e+01
-2.849877519396609161e+06,4.656223350504138507e+06,3.287204059187866282e+06,1.562393017124891870e+01,1.067001967052259381e+01,1.064217871656872738e+01
-2.849873177168186288e+06,4.656222537540030666e+06,3.287185690477325115e+06,1.571209094361087466e+01,1.070444649800004377e+01,1.069040597983293317e+01
-2.849879939662238117e+06,4.656223626626746729e+06,3.287205343550087884e+06,1.594033064554538370e+01,1.071126896199226763e+01,1.080868246896824303e+01
-2.849872021706280764e+06,4.656215980770627968e+06,3.287202555545639247e+06,1.594776830376093102e+01,1.082638440694022286e+01,1.084551924091509534e+01
-2.849869941284338478e+06,4.656221828133737668e+06,3.287195547059393022e+06,1.598238803036171696e+01,1.107003924750119417e+01,1.097439380647649365e+01
-2.849865291610622779e+06,4.656215553828345612e+06,3.287191801271330100e+06,1.614937689222648487e+01,1.105087249201996435e+01,1.105145071411256730e+01
-2.849876465308316518e+06,4.656223520942468196e+06,3.287216467617034912e+06,1.618573059233746747e+01,1.121587197344526921e+01,1.124082375098034525e+01
-2.849868548726960551e+06,4.656221420611646026e+06,3.287191579290833324e+06,1.616162417260331097e+01,1.138131302276273260e+01,1.133401011582945195e+01
-2.849876343616236933e+06,4.656232267020029016e+06,3.287194288830487058e+06,1.629532599612535293e+01,1.138508439020233176e+01,1.135816620767738883e+01
-2.849869858564171474e+06,4.656223887001391500e+06,3.287197908563649748e+06,1.640294728194915663e+01,1.156919055559372644e+01,1.156187155996541271e+01
-2.849879701875680126e+06,4.656217057962306775e+06,3.287189186836700421e+06,1.662927898050824282e+01,1.156219908316822398e+01,1.153557112521780681e+01
-2.849869687727597542e+06,4.656222287775333971e+06,3.287191810459367000e+06,1.668835671432733037e+01,1.165266955296909757e+01,1.175803878314980544e+01
-2.849876166212614626e+06,4.656219913546508178e+06,3.287184898494360037e+06,1.680438683429633073e+01,1.176572456272735501e+01,1.171964751171521435e+01
-2.849872984244495630e+06,4.656223600982788019e+06,3.287197872534530703e+06,1.691458880396276854e+01,1.183372040914582968e+01,1.183513790011567401e+01
-2.849879781122453045e+06,4.656213014953129925e+06,3.287188663516272325e+06,1.701824073096988954e+01,1.201836547944743572e+01,1.191093268563002461e+01
-2.849870546405394096e+06,4.656219160220013000e+06,3.287205684562121984e+06,1.720163630311428093e+01,1.212343623070213816e+01,1.204722706125189546e+01
-2.849878010328455362e+06,4.656223994731640443e+06,3.287191944359452464e+06,1.721298311567176142e+01,1.215601647261337348e+01,1.219834283371018557e+01
-2.849868339930813294e+06,4.656221454335210845e+06,3.287205168238251004e+06,1.728132223395921585e+01,1.224673561973195035e+01,1.229793566847955333e+01
-2.849872129165653139e+06,4.656223684946644120e+06,3.287205068804722745e+06,1.737843052869701665e+01,1.239692800187541977e+01,1.240799813508109928e+01
-2.849871810438445304e+06,4.656236114457276650e+06,3.287209636155097280e+06,1.751203854468994692e+01,1.247624917930634325e+01,1.246203129417167865e+01
-2.849862713022917975e+06,4.656215534230927937e+06,3.287205165359696373e+06,1.749123161080260402e+01,1.258358782232861017e+01,1.259207691471266166e+01
-2.849870326785453595e+06,4.656223233881437220e+06,3.287203530981081072e+06,1.766649004540595769e+01,1.266602671632277399e+01,1.272496707645023406e+01
-2.849872485138151329e+06,4.656223020226984285e+06,3.287196268028712366e+06,1.778915801124443163e+01,1.280299364518919347e+01,1.284100935603196270e+01
-2.849868553237726446e+06,4.656220143330338411e+06,3.287199041983657982e+06,1.786849501712576682e+01,1.297431697834986686e+01,1.291540592176624003e+01
-2.849870587084967177e+06,4.656226846557485871e+06,3.287189080667246599e+06,1.802204240050677697e+01,1.297082037740087657e+01,1.301086321386794964e+01
-2.849869620488471817e+06,4.656224077320910059e+06,3.287196984130370896e+06,1.804835502559856053e+01,1.312276389286491707e+01,1.302252176211644219e+01
-2.849869723259417340e+06,4.656227484516108409e+06,3.287207494761792012e+06,1.828132403107235504e+01,1.324259681198822847e+01,1.311400512020524012e+01
-2.849877473793257494e+06,4.656219607502992265e+06,3.287191392099407036e+06,1.822093189603910091e+01,1.324702197981785545e+01,1.319144136023994029e+01
-2.849865493672623299e+06,4.656223456595255993e+06,3.287212371135390829e+06,1.837426974894808041e+01,1.342879266544812822e+01,1.333417960995594065e+01
-2.849877799083173741e+06,4.656222422425021417e+06,3.287198571095688269e+06,1.857706041890226345e+01,1.352856456804295782e+01,1.350176604049618945e+01
-2.849866317723474000e+06,4.656228406164197251e+06,3.287210277352224570e+06,1.862525688727927786e+01,1.356400617113700768e+01,1.355195009280928531e+01
-2.849872322159198578e+06,4.656222152644269168e+06,3.287209539046506863e+06,1.870086748429539014e+01,1.368481406137701839e+01,1.374122232869271265e+01
-2.849872053315359168e+06,4.656221589469892904e+06,3.287200466641582083e+06,1.885590866430803203e+01,1.377832591530808415e+01,1.386455106736580234e+01
-2.849870688739304431e+06,4.656222172707351856e+06,3.287195994372840039e+06,1.903030623052475079e+01,1.381422616116003788e+01,1.389528061571233764e+01
-2.849867618268435821e+06,4.656219845880283043e+06,3.287198240620230325e+06,1.892613651817723053e+01,1.396345996001419465e+01,1.396785503557565100e+01
-2.849865232497724704e+06,4.656215522350782529e+06,3.287195438086987473e+06,1.921044414571802506e+01,1.409197574234760708e+01,1.415736566785598782e+01
-2.849864307720949408e+06,4.656225480825445615e+06,3.287197182118736207e+06,1.917383453195923693e+01,1.422296591214835360e+01,1.419421529364784362e+01
-2.849861771063534077e+06,4.656222002864818089e+06,3.287203574835976586e+06,1.926964335933573835e+01,1.422495079727624301e+01,1.427402782306428897e+01
-2.849867698250440415e+06,4.656220001904899254e+06,3.287203342094227206e+06,1.936525491180468705e+01,1.434400828766867697e+01,1.439694277008039514e+01
-2.849873194498723373e+06,4.656226539514000528e+06,3.287193381821246818e+06,1.956914695449957975e+01,1.450189019868602536e+01,1.448688301740640050e+01
-2.849868173011710867e+06,4.656228430589677766e+06,3.287203792931131553e+06,1.951440522032774183e+01,1.454943836094269471e+01,1.454900505375863418e+01
-2.849863673939656466e+06,4.656221250373643823e+06,3.287201861031647772e+06,1.970782624785293535e+01,1.469088688811953958e+01,1.459119041579064202e+01
-2.849864537175581791e+06,4.656223328590936027e+06,3.287199757358283736e+06,1.977152040713392722e+01,1.478594623653890316e+01,1.483553378565839331e+01
-2.849864946856939234e+06,4.656226897112353705e+06,3.287199044149538968e+06,1.996289853959889271e+01,1.483801965126294675e+01,1.491317837645933331e+01
-2.849862666716449428e+06,4.656230028526380658e+06,3.287204445390157867e+06,2.001717615138727879e+01,1.504482490011209883e+01,1.504166148391787239e+01
-2.849862962186899502e+06,4.656225626484666020e+06,3.287194101540320553e+06,2.009885709732944292e+01,1.512934144076714205e+01,1.513336126743119614e+01
-2.849866739318368956e+06,4.656224146075990982e+06,3.287189171822377481e+06,2.025561976291211153e+01,1.521007383956857950e+01,1.515276994852598413e+01
-2.849861199899820145e+06,4.656226700252769515e+06,3.287201850459835492e+06,2.032482759945214923e+01,1.532003812281979371e+01,1.527450663074040627e+01
-2.849869931744684931e+06,4.656233607939531095e+06,3.287197398416342679e+06,2.040971537236940492e+01,1.536136143912368190e+01,1.544115470864722361e+01
-2.849857449611004442e+06,4.656231485269223340e+06,3.287202355406664312e+06,2.058585029591449000e+01,1.546560062456305573e+01,1.550388461637255588e+01
-2.849861076165506151e+06,4.656217907787108794e+06,3.287215002777663991e+06,2.064353155846582055e+01,1.563934261271977633e+01,1.566021827328688509e+01
-2.849864250856800471e+06,4.656224332867957652e+06,3.287204322700044140e+06,2.069874628707989928e+01,1.562790461403366393e+01,1.571008540023101219e+01
-2.849857160484702326e+06,4.656223508078983054e+06,3.287211262205960229e+06,2.073270725615814669e+01,1.569297132191821653e+01,1.576377780522303773e+01
-2.849867612819221336e+06,4.656229144502953626e+06,3.287204950876843184e+06,2.093146811486007763e+01,1.589504764730619257e+01,1.585261646484330456e+01
-2.849874101102862973e+06,4.656214987839045003e+06,3.287211236902308650e+06,2.100545476856625271e+01,1.604419062101113624e+01,1.593321382989529766e+01
-2.849862937769557349e+06,4.656230742390089668e+06,3.287196222839042544e+06,2.105105648891123593e+01,1.608285072732741483e+01,1.601188527090392810e+01
-2.849858267274274491e+06,4.656233106198621914e+06,3.287205369606856257e+06,2.124707423382745120e+01,1.618093027267332218e+01,1.629391250495747556e+01
-2.849857484248684719e+06,4.656226152262089774e+06,3.287200606614878867e+06,2.128669991184232302e+01,1.629362799163095943e+01,1.622111766165249591e+01
-2.849857755604324397e+06,4.656229569159741513e+06,3.287202894857965410e+06,2.132945854838819244e+01,1.646230747668745664e+01,1.643684556907491867e+01
-2.849860923895843327e+06,4.656230964175204746e+06,3.287220460413960740e+06,2.149317355691152898e+01,1.648938910564474014e+01,1.657446342773286929e+01
-2.849862268350562081e+06,4.656231778724385425e+06,3.287204315249047708e+06,2.157627151075216076e+01,1.655772903147268238e+01,1.667545444603407390e+01
-2.849869173531225417e+06,4.656229459381766617e+06,3.287197587039517239e+06,2.175696524248224151e+01,1.673352457068668642e+01,1.672199147596614566e+01
-2.849878098862677813e+06,4.656221661319479346e+06,3.287209096875137184e+06,2.177233182345491969e+01,1.678889307862249325e+01,1.669859063391870535e+01
-2.849856469074479304e+06,4.656226200569800101e+06,3.287213239941080566e+06,2.191094203940566132e+01,1.693033926171279546e+01,1.691687801074808917e+01
-2.849863507392118219e+06,4.656234538128104061e+06,3.287204428684548941e+06,2.204575067465069083e+01,1.703112345719823395e+01,1.699389746213917718e+01
-2.849855571200007573e+06,4.656238603080082685e+06,3.287202630348191131e+06,2.204589022516869434e+01,1.712832582705821949e+01,1.715568746485094209e+01
-2.849872695874758530e+06,4.656223959426165558e+06,3.287207261656570714e+06,2.223771096497239341e+01,1.723614109915321890e+01,1.725351586880895027e+01
-2.849860188951753546e+06,4.656243639681675471e+06,3.287202355104976334e+06,2.226629880375737613e+01,1.732601048604990979e+01,1.733249794575228364e+01
-2.849862052183117718e+06,4.656229727278911509e+06,3.287215504683773965e+06,2.243268054437020709e+01,1.741638926527188858e+01,1.738350121555783545e+01
-2.849862857180253603e+06,4.656225712574325502e+06,3.287217727429314516e+06,2.255368910022130891e+01,1.754783093181037046e+01,1.748517295374154301e+01
-2.849870900007101707e+06,4.656235698264286853e+06,3.287217091549718287e+06,2.263041760214113296e+01,1.763742231272533445e+01,1.757761133081253391e+01
-2.849858505467716139e+06,4.656230835318858735e+06,3.287213056376257911e+06,2.273912077935160880e+01,1.773241605539017840e+01,1.775960933459377600e+01
-2.849858804826966021e+06,4.656227970974661410e+06,3.287198874157482758e+06,2.282217360157658348e+01,1.782942974082018495e+01,1.787409098554365272e+01
