ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
1.310006855961324845e+01,8.100068559613243124e+00,8.100068559613243124e+00
1.320006170365192411e+01,8.200061703651918776e+00,8.200061703651918776e+00
1.330005553328673251e+01,8.300055533286727183e+00,8.300055533286727183e+00
1.340004997995806058e+01,8.400049979958055246e+00,8.400049979958055246e+00
1.350004498196225455e+01,8.500044981962249224e+00,8.500044981962249224e+00
1.360004048376602981e+01,8.600040483766024479e+00,8.600040483766024479e+00
1.370003643538942839e+01,8.700036435389423062e+00,8.700036435389423062e+00
1.380003279185048548e+01,8.800032791850480152e+00,8.800032791850480152e+00
1.390002951266543718e+01,8.900029512665431852e+00,8.900029512665431852e+00
1.400002656139889368e+01,9.000026561398888347e+00,9.000026561398888347e+00
1.410002390525900573e+01,9.100023905259000401e+00,9.100023905259000401e+00
1.420002151473310548e+01,9.200021514733100148e+00,9.200021514733100148e+00
1.430001936325979628e+01,9.300019363259790950e+00,9.300019363259790950e+00
1.440001742693381814e+01,9.400017426933812814e+00,9.400017426933812814e+00
1.450001568424043796e+01,9.500015684240432634e+00,9.500015684240432634e+00
1.460001411581639452e+01,9.600014115816389193e+00,9.600014115816389193e+00
1.470001270423475681e+01,9.700012704234751482e+00,9.700012704234751482e+00
1.480001143381128159e+01,9.800011433811276262e+00,9.800011433811276262e+00
1.490001029043015457e+01,9.900010290430149240e+00,9.900010290430149240e+00
1.500000926138713986e+01,1.000000926138713453e+01,1.000000926138713453e+01
1.510000833524842712e+01,1.010000833524842179e+01,1.010000833524842179e+01
1.520000750172358472e+01,1.020000750172357940e+01,1.020000750172357940e+01
1.530000675155122636e+01,1.030000675155122103e+01,1.030000675155122103e+01
1.540000607639610486e+01,1.040000607639609953e+01,1.040000607639609953e+01
1.550000546875649476e+01,1.050000546875648944e+01,1.050000546875648944e+01
1.560000492188084564e+01,1.060000492188084031e+01,1.060000492188084031e+01
1.570000442969276122e+01,1.070000442969275589e+01,1.070000442969275589e+01
1.580000398672348538e+01,1.080000398672348005e+01,1.080000398672348005e+01
1.590000358805113834e+01,1.090000358805113301e+01,1.090000358805113301e+01
1.600000322924602614e+01,1.100000322924602081e+01,1.100000322924602081e+01
1.610000290632142494e+01,1.110000290632141962e+01,1.110000290632141962e+01
1.620000261568928224e+01,1.120000261568927868e+01,1.120000261568927868e+01
1.630000235412035536e+01,1.130000235412035181e+01,1.130000235412035181e+01
1.640000211870832203e+01,1.140000211870831670e+01,1.140000211870831670e+01
1.650000190683748968e+01,1.150000190683748613e+01,1.150000190683748613e+01
1.660000171615374143e+01,1.160000171615373787e+01,1.160000171615373787e+01
1.670000154453836672e+01,1.170000154453836494e+01,1.170000154453836494e+01
1.680000139008453175e+01,1.180000139008452820e+01,1.180000139008452820e+01
1.690000125107608042e+01,1.190000125107607509e+01,1.190000125107607509e+01
1.700000112596847401e+01,1.200000112596846868e+01,1.200000112596846868e+01
1.710000101337162803e+01,1.210000101337162270e+01,1.210000101337162270e+01
1.720000091203446502e+01,1.220000091203446146e+01,1.220000091203446146e+01
1.730000082083101987e+01,1.230000082083101631e+01,1.230000082083101631e+01
1.740000073874792008e+01,1.240000073874791475e+01,1.240000073874791475e+01
1.750000066487313077e+01,1.250000066487312367e+01,1.250000066487312367e+01
1.760000059838581876e+01,1.260000059838581166e+01,1.260000059838581166e+01
1.770000053854723987e+01,1.270000053854723099e+01,1.270000053854723099e+01
1.780000048469251794e+01,1.280000048469250906e+01,1.280000048469250906e+01
1.790000043622326587e+01,1.290000043622325876e+01,1.290000043622325876e+01
1.800000039260094198e+01,1.300000039260093310e+01,1.300000039260093310e+01
1.810000035334084956e+01,1.310000035334084068e+01,1.310000035334084068e+01
1.820000031800676510e+01,1.320000031800675799e+01,1.320000031800675799e+01
1.830000028620608887e+01,1.330000028620608354e+01,1.330000028620608354e+01
1.840000025758548219e+01,1.340000025758547508e+01,1.340000025758547508e+01
1.850000023182693454e+01,1.350000023182692743e+01,1.350000023182692743e+01
1.860000020864424286e+01,1.360000020864423576e+01,1.360000020864423576e+01
1.870000018777982120e+01,1.370000018777981232e+01,1.370000018777981232e+01
1.880000016900184079e+01,1.380000016900183191e+01,1.380000016900183191e+01
1.890000015210165785e+01,1.390000015210164896e+01,1.390000015210164896e+01
1.900000013689149370e+01,1.400000013689148481e+01,1.400000013689148481e+01
1.910000012320234575e+01,1.410000012320233687e+01,1.410000012320233687e+01
1.920000011088211167e+01,1.420000011088210456e+01,1.420000011088210456e+01
1.930000009979390185e+01,1.430000009979389475e+01,1.430000009979389475e+01
1.940000008981451174e+01,1.440000008981450641e+01,1.440000008981450641e+01
1.950000008083306113e+01,1.450000008083305580e+01,1.450000008083305580e+01
1.960000007274975786e+01,1.460000007274975076e+01,1.460000007274975076e+01
1.970000006547478222e+01,1.470000006547477689e+01,1.470000006547477689e+01
1.980000005892730641e+01,1.480000005892729931e+01,1.480000005892729931e+01
1.990000005303457797e+01,1.490000005303457087e+01,1.490000005303457087e+01
2.000000004773112039e+01,1.500000004773111506e+01,1.500000004773111506e+01
2.010000004295800835e+01,1.510000004295800480e+01,1.510000004295800480e+01
2.020000003866221050e+01,1.520000003866220517e+01,1.520000003866220517e+01
2.030000003479599258e+01,1.530000003479598547e+01,1.530000003479598547e+01
2.040000003131639517e+01,1.540000003131638806e+01,1.540000003131638806e+01
2.050000002818475764e+01,1.550000002818475053e+01,1.550000002818475053e+01
2.060000002536628472e+01,1.560000002536627584e+01,1.560000002536627584e+01
2.070000002282965923e+01,1.570000002282964857e+01,1.570000002282964857e+01
2.080000002054669395e+01,1.580000002054668506e+01,1.580000002054668506e+01
2.090000001849202604e+01,1.590000001849201716e+01,1.590000001849201716e+01
2.100000001664282578e+01,1.600000001664281513e+01,1.600000001664281513e+01
2.110000001497854427e+01,1.610000001497853361e+01,1.610000001497853361e+01
2.120000001348069318e+01,1.620000001348068253e+01,1.620000001348068253e+01
2.130000001213262451e+01,1.630000001213261385e+01,1.630000001213261385e+01
2.140000001091936355e+01,1.640000001091935289e+01,1.640000001091935289e+01
2.150000000982742776e+01,1.650000000982741710e+01,1.650000000982741710e+01
2.160000000884468818e+01,1.660000000884467752e+01,1.660000000884467752e+01
2.170000000796022022e+01,1.670000000796020956e+01,1.670000000796020956e+01
2.180000000716420061e+01,1.680000000716418995e+01,1.680000000716418995e+01
2.190000000644778311e+01,1.690000000644777245e+01,1.690000000644777245e+01
2.200000000580300608e+01,1.700000000580299542e+01,1.700000000580299542e+01
2.210000000522270724e+01,1.710000000522269659e+01,1.710000000522269659e+01
2.220000000470043844e+01,1.720000000470042778e+01,1.720000000470042778e+01
2.230000000423039808e+01,1.730000000423038742e+01,1.730000000423038742e+01
2.240000000380736012e+01,1.740000000380734946e+01,1.740000000380734946e+01
2.250000000342662432e+01,1.750000000342661366e+01,1.750000000342661366e+01
2.260000000308396295e+01,1.760000000308395229e+01,1.760000000308395229e+01
2.270000000277556751e+01,1.770000000277555685e+01,1.770000000277555685e+01
2.280000000249801317e+01,1.780000000249800252e+01,1.780000000249800252e+01
2.290000000224821264e+01,1.790000000224820198e+01,1.790000000224820198e+01
2.300000000202339123e+01,1.800000000202338413e+01,1.800000000202338413e+01
2.310000000182105495e+01,1.810000000182104785e+01,1.810000000182104785e+01
2.320000000163895137e+01,1.820000000163894427e+01,1.820000000163894427e+01
2.330000000147505901e+01,1.830000000147505190e+01,1.830000000147505190e+01
2.340000000132755531e+01,1.840000000132754820e+01,1.840000000132754820e+01
2.350000000119480248e+01,1.850000000119479537e+01,1.850000000119479537e+01
2.360000000107532259e+01,1.860000000107531548e+01,1.860000000107531548e+01
2.370000000096779047e+01,1.870000000096778336e+01,1.870000000096778336e+01
2.380000000087101242e+01,1.880000000087100531e+01,1.880000000087100531e+01
2.390000000078391196e+01,1.890000000078390485e+01,1.890000000078390485e+01
2.400000000070552275e+01,1.900000000070551565e+01,1.900000000070551565e+01
2.410000000063497083e+01,1.910000000063496373e+01,1.910000000063496373e+01
2.420000000057147460e+01,1.920000000057146750e+01,1.920000000057146750e+01
2.430000000051432707e+01,1.930000000051431996e+01,1.930000000051431996e+01
2.440000000046289585e+01,1.940000000046288875e+01,1.940000000046288875e+01
2.450000000041660897e+01,1.950000000041660186e+01,1.950000000041660186e+01
2.460000000037494772e+01,1.960000000037494061e+01,1.960000000037494061e+01
2.470000000033745380e+01,1.970000000033744669e+01,1.970000000033744669e+01
2.480000000030370799e+01,1.980000000030370089e+01,1.980000000030370089e+01
2.490000000027333726e+01,1.990000000027333016e+01,1.990000000027333016e+01
2.500000000024600411e+01,2.000000000024599700e+01,2.000000000024599700e+01
2.510000000022140298e+01,2.010000000022139588e+01,2.010000000022139588e+01
2.520000000019926389e+01,2.020000000019925679e+01,2.020000000019925679e+01
2.530000000017933814e+01,2.030000000017933104e+01,2.030000000017933104e+01
2.540000000016140547e+01,2.040000000016139836e+01,2.040000000016139836e+01
2.550000000014526691e+01,2.050000000014525980e+01,2.050000000014525980e+01
2.560000000013074128e+01,2.060000000013073418e+01,2.060000000013073418e+01
2.570000000011766872e+01,2.070000000011766161e+01,2.070000000011766161e+01
2.580000000010590355e+01,2.080000000010589645e+01,2.080000000010589645e+01
2.590000000009531433e+01,2.090000000009530723e+01,2.090000000009530723e+01
2.600000000008578382e+01,2.100000000008577672e+01,2.100000000008577672e+01
2.610000000007720544e+01,2.110000000007719834e+01,2.110000000007719834e+01
2.620000000006948682e+01,2.120000000006947971e+01,2.120000000006947971e+01
2.630000000006253913e+01,2.130000000006253202e+01,2.130000000006253202e+01
2.640000000005628777e+01,2.140000000005628067e+01,2.140000000005628067e+01
2.650000000005066170e+01,2.150000000005065459e+01,2.150000000005065459e+01
2.660000000004559695e+01,2.160000000004558984e+01,2.160000000004558984e+01
2.670000000004104024e+01,2.170000000004103313e+01,2.170000000004103313e+01
2.680000000003693827e+01,2.180000000003693117e+01,2.180000000003693117e+01
2.690000000003324487e+01,2.190000000003323777e+01,2.190000000003323777e+01
2.700000000002992095e+01,2.200000000002991385e+01,2.200000000002991385e+01
2.710000000002693099e+01,2.210000000002692389e+01,2.210000000002692389e+01
2.720000000002423945e+01,2.220000000002423235e+01,2.220000000002423235e+01
2.730000000002181793e+01,2.230000000002181082e+01,2.230000000002181082e+01
2.740000000001963798e+01,2.240000000001963087e+01,2.240000000001963087e+01
2.750000000001767475e+01,2.250000000001766765e+01,2.250000000001766765e+01
2.760000000001591047e+01,2.260000000001590337e+01,2.260000000001590337e+01
2.770000000001432028e+01,2.270000000001431317e+01,2.270000000001431317e+01
2.780000000001288996e+01,2.280000000001288285e+01,2.280000000001288285e+01
2.790000000001160174e+01,2.290000000001159464e+01,2.290000000001159464e+01
2.800000000001044143e+01,2.300000000001043432e+01,2.300000000001043432e+01
2.810000000000939835e+01,2.310000000000939124e+01,2.310000000000939124e+01
2.820000000000845830e+01,2.320000000000845120e+01,2.320000000000845120e+01
2.830000000000761418e+01,2.330000000000760707e+01,2.330000000000760707e+01
2.840000000000685532e+01,2.340000000000684821e+01,2.340000000000684821e+01
2.850000000000617106e+01,2.350000000000616396e+01,2.350000000000616396e+01
2.860000000000555431e+01,2.360000000000554721e+01,2.360000000000554721e+01
2.870000000000500151e+01,2.370000000000499440e+01,2.370000000000499440e+01
2.880000000000450200e+01,2.380000000000449489e+01,2.380000000000449489e+01
2.890000000000405223e+01,2.390000000000404512e+01,2.390000000000404512e+01
2.900000000000364864e+01,2.400000000000364153e+01,2.400000000000364153e+01
2.910000000000328413e+01,2.410000000000327702e+01,2.410000000000327702e+01
2.920000000000295515e+01,2.420000000000294804e+01,2.420000000000294804e+01
2.930000000000266169e+01,2.430000000000265459e+01,2.430000000000265459e+01
2.940000000000239666e+01,2.440000000000238956e+01,2.440000000000238956e+01
2.950000000000215650e+01,2.450000000000214939e+01,2.450000000000214939e+01
2.960000000000194120e+01,2.460000000000193410e+01,2.460000000000193410e+01
2.970000000000174722e+01,2.470000000000174012e+01,2.470000000000174012e+01
2.980000000000157456e+01,2.480000000000156746e+01,2.480000000000156746e+01
2.990000000000141966e+01,2.490000000000141256e+01,2.490000000000141256e+01
3.000000000000127898e+01,2.500000000000127187e+01,2.500000000000127187e+01
3.010000000000115250e+01,2.510000000000114539e+01,2.510000000000114539e+01
3.020000000000103668e+01,2.520000000000102958e+01,2.520000000000102958e+01
3.030000000000093507e+01,2.530000000000092797e+01,2.530000000000092797e+01
3.040000000000084412e+01,2.540000000000083702e+01,2.540000000000083702e+01
3.050000000000076028e+01,2.550000000000075318e+01,2.550000000000075318e+01
3.060000000000068709e+01,2.560000000000067999e+01,2.560000000000067999e+01
3.070000000000062101e+01,2.570000000000061391e+01,2.570000000000061391e+01
3.080000000000056204e+01,2.580000000000055493e+01,2.580000000000055493e+01
3.090000000000050662e+01,2.590000000000049951e+01,2.590000000000049951e+01
3.100000000000045830e+01,2.600000000000045119e+01,2.600000000000045119e+01
3.110000000000041354e+01,2.610000000000040643e+01,2.610000000000040643e+01
3.120000000000037232e+01,2.620000000000036522e+01,2.620000000000036522e+01
3.130000000000033822e+01,2.630000000000033111e+01,2.630000000000033111e+01
3.140000000000030767e+01,2.640000000000030056e+01,2.640000000000030056e+01
3.150000000000027711e+01,2.650000000000027001e+01,2.650000000000027001e+01
3.160000000000025011e+01,2.660000000000024301e+01,2.660000000000024301e+01
3.170000000000022666e+01,2.670000000000021956e+01,2.670000000000021956e+01
3.180000000000020677e+01,2.680000000000019966e+01,2.680000000000019966e+01
3.190000000000018687e+01,2.690000000000017977e+01,2.690000000000017977e+01
3.200000000000017053e+01,2.700000000000016342e+01,2.700000000000016342e+01
3.210000000000015774e+01,2.710000000000014708e+01,2.710000000000014708e+01
3.220000000000014495e+01,2.720000000000013429e+01,2.720000000000013429e+01
3.230000000000013216e+01,2.730000000000012150e+01,2.730000000000012150e+01
3.240000000000011937e+01,2.740000000000010871e+01,2.740000000000010871e+01
3.250000000000010658e+01,2.750000000000009948e+01,2.750000000000009948e+01
3.260000000000010090e+01,2.760000000000009024e+01,2.760000000000009024e+01
3.270000000000009521e+01,2.770000000000008100e+01,2.770000000000008100e+01
3.280000000000008953e+01,2.780000000000007532e+01,2.780000000000007532e+01
3.290000000000008384e+01,2.790000000000006963e+01,2.790000000000006963e+01
3.300000000000007816e+01,2.800000000000006395e+01,2.800000000000006395e+01
3.310000000000007248e+01,2.810000000000005826e+01,2.810000000000005826e+01
3.320000000000006679e+01,2.820000000000005258e+01,2.820000000000005258e+01
3.330000000000006111e+01,2.830000000000004690e+01,2.830000000000004690e+01
3.340000000000005542e+01,2.840000000000004121e+01,2.840000000000004121e+01
3.350000000000004974e+01,2.850000000000003908e+01,2.850000000000003908e+01
3.360000000000004405e+01,2.860000000000003695e+01,2.860000000000003695e+01
3.370000000000003837e+01,2.870000000000003482e+01,2.870000000000003482e+01
3.380000000000003268e+01,2.880000000000003268e+01,2.880000000000003268e+01
3.390000000000002700e+01,2.890000000000003055e+01,2.890000000000003055e+01
3.400000000000002842e+01,2.900000000000002842e+01,2.900000000000002842e+01
3.410000000000002984e+01,2.910000000000002629e+01,2.910000000000002629e+01
3.420000000000003126e+01,2.920000000000002416e+01,2.920000000000002416e+01
3.430000000000003268e+01,2.930000000000002203e+01,2.930000000000002203e+01
3.440000000000003411e+01,2.940000000000001990e+01,2.940000000000001990e+01
3.450000000000003553e+01,2.950000000000001776e+01,2.950000000000001776e+01
3.460000000000003695e+01,2.960000000000001563e+01,2.960000000000001563e+01
3.470000000000003837e+01,2.970000000000001350e+01,2.970000000000001350e+01
3.480000000000003979e+01,2.980000000000001137e+01,2.980000000000001137e+01
3.490000000000004121e+01,2.990000000000000924e+01,2.990000000000000924e+01
3.500000000000004263e+01,3.000000000000000711e+01,3.000000000000000711e+01
3.510000000000004405e+01,3.010000000000000497e+01,3.010000000000000497e+01
3.520000000000004547e+01,3.020000000000000284e+01,3.020000000000000284e+01
3.530000000000004690e+01,3.030000000000000071e+01,3.030000000000000071e+01
3.540000000000004832e+01,3.039999999999999858e+01,3.039999999999999858e+01
3.550000000000004974e+01,3.049999999999999645e+01,3.049999999999999645e+01
3.560000000000005116e+01,3.059999999999999432e+01,3.059999999999999432e+01
3.570000000000005258e+01,3.069999999999999574e+01,3.069999999999999574e+01
3.580000000000005400e+01,3.079999999999999716e+01,3.079999999999999716e+01
3.590000000000005542e+01,3.089999999999999858e+01,3.089999999999999858e+01
3.600000000000005684e+01,3.100000000000000000e+01,3.100000000000000000e+01
3.610000000000005826e+01,3.110000000000000142e+01,3.110000000000000142e+01
3.620000000000005969e+01,3.120000000000000284e+01,3.120000000000000284e+01
3.630000000000006111e+01,3.130000000000000426e+01,3.130000000000000426e+01
3.640000000000006253e+01,3.140000000000000568e+01,3.140000000000000568e+01
3.650000000000006395e+01,3.150000000000000711e+01,3.150000000000000711e+01
3.660000000000006537e+01,3.160000000000000853e+01,3.160000000000000853e+01
3.670000000000006679e+01,3.170000000000000995e+01,3.170000000000000995e+01
3.680000000000006821e+01,3.180000000000001137e+01,3.180000000000001137e+01
3.690000000000006963e+01,3.190000000000001279e+01,3.190000000000001279e+01
3.700000000000007105e+01,3.200000000000001421e+01,3.200000000000001421e+01
3.710000000000007248e+01,3.210000000000001563e+01,3.210000000000001563e+01
3.720000000000007390e+01,3.220000000000001705e+01,3.220000000000001705e+01
3.730000000000007532e+01,3.230000000000001847e+01,3.230000000000001847e+01
3.740000000000007674e+01,3.240000000000001990e+01,3.240000000000001990e+01
3.750000000000007816e+01,3.250000000000002132e+01,3.250000000000002132e+01
3.760000000000007958e+01,3.260000000000002274e+01,3.260000000000002274e+01
3.770000000000008100e+01,3.270000000000002416e+01,3.270000000000002416e+01
3.780000000000008242e+01,3.280000000000002558e+01,3.280000000000002558e+01
3.790000000000008384e+01,3.290000000000002700e+01,3.290000000000002700e+01
3.800000000000008527e+01,3.300000000000002842e+01,3.300000000000002842e+01
3.810000000000008669e+01,3.310000000000002984e+01,3.310000000000002984e+01
3.820000000000008811e+01,3.320000000000003126e+01,3.320000000000003126e+01
3.830000000000008953e+01,3.330000000000003268e+01,3.330000000000003268e+01
3.840000000000009095e+01,3.340000000000003411e+01,3.340000000000003411e+01
3.850000000000009237e+01,3.350000000000003553e+01,3.350000000000003553e+01
3.860000000000009379e+01,3.360000000000003695e+01,3.360000000000003695e+01
3.870000000000009521e+01,3.370000000000003837e+01,3.370000000000003837e+01
3.880000000000009663e+01,3.380000000000003979e+01,3.380000000000003979e+01
3.890000000000009805e+01,3.390000000000004121e+01,3.390000000000004121e+01
3.900000000000009948e+01,3.400000000000004263e+01,3.400000000000004263e+01
3.910000000000010090e+01,3.410000000000004405e+01,3.410000000000004405e+01
3.920000000000010232e+01,3.420000000000004547e+01,3.420000000000004547e+01
3.930000000000010374e+01,3.430000000000004690e+01,3.430000000000004690e+01
3.940000000000010516e+01,3.440000000000004832e+01,3.440000000000004832e+01
3.950000000000010658e+01,3.450000000000004974e+01,3.450000000000004974e+01
3.960000000000010800e+01,3.460000000000005116e+01,3.460000000000005116e+01
3.970000000000010942e+01,3.470000000000005258e+01,3.470000000000005258e+01
3.980000000000011084e+01,3.480000000000005400e+01,3.480000000000005400e+01
3.990000000000011227e+01,3.490000000000005542e+01,3.490000000000005542e+01
4.000000000000011369e+01,3.500000000000005684e+01,3.500000000000005684e+01
4.010000000000011511e+01,3.510000000000005826e+01,3.510000000000005826e+01
4.020000000000011653e+01,3.520000000000005969e+01,3.520000000000005969e+01
4.030000000000011795e+01,3.530000000000006111e+01,3.530000000000006111e+01
4.040000000000011937e+01,3.540000000000006253e+01,3.540000000000006253e+01
4.050000000000012079e+01,3.550000000000006395e+01,3.550000000000006395e+01
4.060000000000012221e+01,3.560000000000006537e+01,3.560000000000006537e+01
4.070000000000012363e+01,3.570000000000006679e+01,3.570000000000006679e+01
4.080000000000012506e+01,3.580000000000006821e+01,3.580000000000006821e+01
4.090000000000012648e+01,3.590000000000006963e+01,3.590000000000006963e+01
4.100000000000012790e+01,3.600000000000007105e+01,3.600000000000007105e+01
4.110000000000012932e+01,3.610000000000007248e+01,3.610000000000007248e+01
4.120000000000013074e+01,3.620000000000007390e+01,3.620000000000007390e+01
4.130000000000013216e+01,3.630000000000007532e+01,3.630000000000007532e+01
4.140000000000013358e+01,3.640000000000007674e+01,3.640000000000007674e+01
4.150000000000013500e+01,3.650000000000007816e+01,3.650000000000007816e+01
4.160000000000013642e+01,3.660000000000007958e+01,3.660000000000007958e+01
4.170000000000013785e+01,3.670000000000008100e+01,3.670000000000008100e+01
4.180000000000013927e+01,3.680000000000008242e+01,3.680000000000008242e+01
4.190000000000014069e+01,3.690000000000008384e+01,3.690000000000008384e+01
4.200000000000014211e+01,3.700000000000008527e+01,3.700000000000008527e+01
4.210000000000014353e+01,3.710000000000008669e+01,3.710000000000008669e+01
4.220000000000014495e+01,3.720000000000008811e+01,3.720000000000008811e+01
4.230000000000014637e+01,3.730000000000008953e+01,3.730000000000008953e+01
4.240000000000014779e+01,3.740000000000009095e+01,3.740000000000009095e+01
4.250000000000014921e+01,3.750000000000009237e+01,3.750000000000009237e+01
