ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
9.999989866283826245e+00,9.999989866283826245e+00,2.057733958844707445e-01
9.999990879655443976e+00,9.999990879655443976e+00,2.057744092560884752e-01
9.999991791689899046e+00,9.999991791689899046e+00,2.057753212905435447e-01
9.999992612520909319e+00,9.999992612520909319e+00,2.057761421215538178e-01
9.999993351268818387e+00,9.999993351268818387e+00,2.057768808694628859e-01
9.999994016141936726e+00,9.999994016141936726e+00,2.057775457425812249e-01
9.999994614527743408e+00,9.999994614527743408e+00,2.057781441283879076e-01
9.999995153074969778e+00,9.999995153074969778e+00,2.057786826756142773e-01
9.999995637767472800e+00,9.999995637767472800e+00,2.057791673681172995e-01
9.999996073990725876e+00,9.999996073990725876e+00,2.057796035913703747e-01
9.999996466591653643e+00,9.999996466591653643e+00,2.057799961922981424e-01
9.999996819932489345e+00,9.999996819932489345e+00,2.057803495331338439e-01
9.999997137939240943e+00,9.999997137939240943e+00,2.057806675398854424e-01
9.999997424145316671e+00,9.999997424145316671e+00,2.057809537459611704e-01
9.999997681730786070e+00,9.999997681730786070e+00,2.057812113314305691e-01
9.999997913557708173e+00,9.999997913557708173e+00,2.057814431583526726e-01
9.999998122201937178e+00,9.999998122201937178e+00,2.057816518025816777e-01
9.999998309981743105e+00,9.999998309981743105e+00,2.057818395823876045e-01
9.999998478983568972e+00,9.999998478983568972e+00,2.057820085842134716e-01
9.999998631085212253e+00,9.999998631085212253e+00,2.057821606858567520e-01
9.999998767976691738e+00,9.999998767976691738e+00,2.057822975773362373e-01
9.999998891179023630e+00,9.999998891179023630e+00,2.057824207796681293e-01
9.999999002061121800e+00,9.999999002061121800e+00,2.057825316617662992e-01
9.999999101855010508e+00,9.999999101855010508e+00,2.057826314556550074e-01
9.999999191669509457e+00,9.999999191669509457e+00,2.057827212701539565e-01
9.999999272502558156e+00,9.999999272502558156e+00,2.057828021032026555e-01
9.999999345252302163e+00,9.999999345252302163e+00,2.057828748529466623e-01
9.999999410727072657e+00,9.999999410727072657e+00,2.057829403277171565e-01
9.999999469654365924e+00,9.999999469654365924e+00,2.057829992550104237e-01
9.999999522688929332e+00,9.999999522688929332e+00,2.057830522895738312e-01
9.999999570420037287e+00,9.999999570420037287e+00,2.057831000206817862e-01
9.999999613378033558e+00,9.999999613378033558e+00,2.057831429786780575e-01
9.999999652040230558e+00,9.999999652040230558e+00,2.057831816408750569e-01
9.999999686836208213e+00,9.999999686836208213e+00,2.057832164368527117e-01
9.999999718152587036e+00,9.999999718152587036e+00,2.057832477532315352e-01
9.999999746337328688e+00,9.999999746337328688e+00,2.057832759379731868e-01
9.999999771703595997e+00,9.999999771703595997e+00,2.057833013042404957e-01
9.999999794533236397e+00,9.999999794533236397e+00,2.057833241338808961e-01
9.999999815079913645e+00,9.999999815079913645e+00,2.057833446805581445e-01
9.999999833571923347e+00,9.999999833571923347e+00,2.057833631725678458e-01
9.999999850214731367e+00,9.999999850214731367e+00,2.057833798153758664e-01
9.999999865193258231e+00,9.999999865193258231e+00,2.057833947939027297e-01
9.999999878673932585e+00,9.999999878673932585e+00,2.057834082745770843e-01
9.999999890806540392e+00,9.999999890806540392e+00,2.057834204071848916e-01
9.999999901725885820e+00,9.999999901725885820e+00,2.057834313265303194e-01
9.999999911553297594e+00,9.999999911553297594e+00,2.057834411539420927e-01
9.999999920397968367e+00,9.999999920397968367e+00,2.057834499986128662e-01
9.999999928358171530e+00,9.999999928358171530e+00,2.057834579588160295e-01
9.999999935522355443e+00,9.999999935522355443e+00,2.057834651229999423e-01
9.999999941970120432e+00,9.999999941970120432e+00,2.057834715707649309e-01
9.999999947773108744e+00,9.999999947773108744e+00,2.057834773737532430e-01
9.999999952995798580e+00,9.999999952995798580e+00,2.057834825964430792e-01
9.999999957696218189e+00,9.999999957696218189e+00,2.057834872968626883e-01
9.999999961926596015e+00,9.999999961926596015e+00,2.057834915272405141e-01
9.999999965733936236e+00,9.999999965733936236e+00,2.057834953345807349e-01
9.999999969160542790e+00,9.999999969160542790e+00,2.057834987611872890e-01
9.999999972244488333e+00,9.999999972244488333e+00,2.057835018451328324e-01
9.999999975020040566e+00,9.999999975020040566e+00,2.057835046206850649e-01
9.999999977518037042e+00,9.999999977518037042e+00,2.057835071186815412e-01
9.999999979766233338e+00,9.999999979766233338e+00,2.057835093668778370e-01
9.999999981789610359e+00,9.999999981789610359e+00,2.057835113902548585e-01
9.999999983610649679e+00,9.999999983610649679e+00,2.057835132112941778e-01
9.999999985249585777e+00,9.999999985249585777e+00,2.057835148502302758e-01
9.999999986724628087e+00,9.999999986724628087e+00,2.057835163252725863e-01
9.999999988052165278e+00,9.999999988052165278e+00,2.057835176528097776e-01
9.999999989246948218e+00,9.999999989246948218e+00,2.057835188475927168e-01
9.999999990322253396e+00,9.999999990322253396e+00,2.057835199228978951e-01
9.999999991290028589e+00,9.999999991290028589e+00,2.057835208906730884e-01
9.999999992161026086e+00,9.999999992161026086e+00,2.057835217616705847e-01
9.999999992944923477e+00,9.999999992944923477e+00,2.057835225455679762e-01
9.999999993650432017e+00,9.999999993650432017e+00,2.057835232510765167e-01
9.999999994285388993e+00,9.999999994285388993e+00,2.057835238860334925e-01
9.999999994856850094e+00,9.999999994856850094e+00,2.057835244574945932e-01
9.999999995371165795e+00,9.999999995371165795e+00,2.057835249718102943e-01
9.999999995834048860e+00,9.999999995834048860e+00,2.057835254346933596e-01
9.999999996250643619e+00,9.999999996250643619e+00,2.057835258512881182e-01
9.999999996625579257e+00,9.999999996625579257e+00,2.057835262262237563e-01
9.999999996963021331e+00,9.999999996963021331e+00,2.057835265636658306e-01
9.999999997266719731e+00,9.999999997266719731e+00,2.057835268673642304e-01
9.999999997540047758e+00,9.999999997540047758e+00,2.057835271406922573e-01
9.999999997786042982e+00,9.999999997786042982e+00,2.057835273866874815e-01
9.999999998007439217e+00,9.999999998007439217e+00,2.057835276080837161e-01
9.999999998206694940e+00,9.999999998206694940e+00,2.057835278073394392e-01
9.999999998386025268e+00,9.999999998386025268e+00,2.057835279866697675e-01
9.999999998547423274e+00,9.999999998547423274e+00,2.057835281480677736e-01
9.999999998692681302e+00,9.999999998692681302e+00,2.057835282933258014e-01
9.999999998823414060e+00,9.999999998823414060e+00,2.057835284240585594e-01
9.999999998941072832e+00,9.999999998941072832e+00,2.057835285417173310e-01
9.999999999046965016e+00,9.999999999046965016e+00,2.057835286476095149e-01
9.999999999142268337e+00,9.999999999142268337e+00,2.057835287429128357e-01
9.999999999228041503e+00,9.999999999228041503e+00,2.057835288286860020e-01
9.999999999305238418e+00,9.999999999305238418e+00,2.057835289058829176e-01
9.999999999374715287e+00,9.999999999374715287e+00,2.057835289753597863e-01
9.999999999437244824e+00,9.999999999437244824e+00,2.057835290378893234e-01
9.999999999493519809e+00,9.999999999493519809e+00,2.057835290941643080e-01
9.999999999544167295e+00,9.999999999544167295e+00,2.057835291448117943e-01
9.999999999589750388e+00,9.999999999589750388e+00,2.057835291903948871e-01
9.999999999630775349e+00,9.999999999630775349e+00,2.057835292314198483e-01
9.999999999667698702e+00,9.999999999667698702e+00,2.057835292683432016e-01
9.999999999700929010e+00,9.999999999700929010e+00,2.057835293015735090e-01
9.999999999730835754e+00,9.999999999730835754e+00,2.057835293314802527e-01
9.999999999757752889e+00,9.999999999757752889e+00,2.057835293583973879e-01
9.999999999781977067e+00,9.999999999781977067e+00,2.057835293826215661e-01
9.999999999803780071e+00,9.999999999803780071e+00,2.057835294044245700e-01
9.999999999823401708e+00,9.999999999823401708e+00,2.057835294240462076e-01
9.999999999841062248e+00,9.999999999841062248e+00,2.057835294417067473e-01
9.999999999856957089e+00,9.999999999856957089e+00,2.057835294576015883e-01
9.999999999871262091e+00,9.999999999871262091e+00,2.057835294719065899e-01
9.999999999884135349e+00,9.999999999884135349e+00,2.057835294847798480e-01
9.999999999895722524e+00,9.999999999895722524e+00,2.057835294963670236e-01
9.999999999906149739e+00,9.999999999906149739e+00,2.057835295067942383e-01
9.999999999915534232e+00,9.999999999915534232e+00,2.057835295161787315e-01
9.999999999923980809e+00,9.999999999923980809e+00,2.057835295246253082e-01
9.999999999931583616e+00,9.999999999931583616e+00,2.057835295322281155e-01
9.999999999938426143e+00,9.999999999938426143e+00,2.057835295390706420e-01
9.999999999944582996e+00,9.999999999944582996e+00,2.057835295452274949e-01
9.999999999950125229e+00,9.999999999950125229e+00,2.057835295507697282e-01
9.999999999955113239e+00,9.999999999955113239e+00,2.057835295557577382e-01
9.999999999959602093e+00,9.999999999959602093e+00,2.057835295602465919e-01
9.999999999963641528e+00,9.999999999963641528e+00,2.057835295642860274e-01
9.999999999967277731e+00,9.999999999967277731e+00,2.057835295679222298e-01
9.999999999970549780e+00,9.999999999970549780e+00,2.057835295711942791e-01
9.999999999973494980e+00,9.999999999973494980e+00,2.057835295741394788e-01
9.999999999976145304e+00,9.999999999976145304e+00,2.057835295767898032e-01
9.999999999978530951e+00,9.999999999978530951e+00,2.057835295791754504e-01
9.999999999980678567e+00,9.999999999980678567e+00,2.057835295813230658e-01
9.999999999982611243e+00,9.999999999982611243e+00,2.057835295832557421e-01
9.999999999984350296e+00,9.999999999984350296e+00,2.057835295849947954e-01
9.999999999985915267e+00,9.999999999985915267e+00,2.057835295865597658e-01
9.999999999987323918e+00,9.999999999987323918e+00,2.057835295879684168e-01
9.999999999988592236e+00,9.999999999988592236e+00,2.057835295892367355e-01
9.999999999989732657e+00,9.999999999989732657e+00,2.057835295903771566e-01
9.999999999990759392e+00,9.999999999990759392e+00,2.057835295914038909e-01
9.999999999991683097e+00,9.999999999991683097e+00,2.057835295923275964e-01
9.999999999992514432e+00,9.999999999992514432e+00,2.057835295931589314e-01
9.999999999993264055e+00,9.999999999993264055e+00,2.057835295939085540e-01
9.999999999993937294e+00,9.999999999993937294e+00,2.057835295945817933e-01
9.999999999994543032e+00,9.999999999994543032e+00,2.057835295951875310e-01
9.999999999995088373e+00,9.999999999995088373e+00,2.057835295957328725e-01
9.999999999995580424e+00,9.999999999995580424e+00,2.057835295962249234e-01
9.999999999996022737e+00,9.999999999996022737e+00,2.057835295966672362e-01
9.999999999996420641e+00,9.999999999996420641e+00,2.057835295970651401e-01
9.999999999996779465e+00,9.999999999996779465e+00,2.057835295974239642e-01
9.999999999997100986e+00,9.999999999997100986e+00,2.057835295977454848e-01
9.999999999997390532e+00,9.999999999997390532e+00,2.057835295980350310e-01
9.999999999997651656e+00,9.999999999997651656e+00,2.057835295982961554e-01
9.999999999997886135e+00,9.999999999997886135e+00,2.057835295985306345e-01
9.999999999998097522e+00,9.999999999998097522e+00,2.057835295987420210e-01
9.999999999998287592e+00,9.999999999998287592e+00,2.057835295989320912e-01
9.999999999998459899e+00,9.999999999998459899e+00,2.057835295991043978e-01
9.999999999998614442e+00,9.999999999998614442e+00,2.057835295992589408e-01
9.999999999998752997e+00,9.999999999998752997e+00,2.057835295993974967e-01
9.999999999998877342e+00,9.999999999998877342e+00,2.057835295995218416e-01
9.999999999998989253e+00,9.999999999998989253e+00,2.057835295996337521e-01
9.999999999999090505e+00,9.999999999999090505e+00,2.057835295997350045e-01
9.999999999999181099e+00,9.999999999999181099e+00,2.057835295998255987e-01
9.999999999999262812e+00,9.999999999999262812e+00,2.057835295999073111e-01
9.999999999999337419e+00,9.999999999999337419e+00,2.057835295999819181e-01
9.999999999999403144e+00,9.999999999999403144e+00,2.057835296000476433e-01
9.999999999999463540e+00,9.999999999999463540e+00,2.057835296001080394e-01
9.999999999999516831e+00,9.999999999999516831e+00,2.057835296001613301e-01
9.999999999999564793e+00,9.999999999999564793e+00,2.057835296002092917e-01
9.999999999999609201e+00,9.999999999999609201e+00,2.057835296002537007e-01
9.999999999999648281e+00,9.999999999999648281e+00,2.057835296002927805e-01
9.999999999999683808e+00,9.999999999999683808e+00,2.057835296003283077e-01
9.999999999999715783e+00,9.999999999999715783e+00,2.057835296003602821e-01
9.999999999999744205e+00,9.999999999999744205e+00,2.057835296003887038e-01
9.999999999999770850e+00,9.999999999999770850e+00,2.057835296004153491e-01
9.999999999999793943e+00,9.999999999999793943e+00,2.057835296004384418e-01
9.999999999999815259e+00,9.999999999999815259e+00,2.057835296004597581e-01
9.999999999999834799e+00,9.999999999999834799e+00,2.057835296004792980e-01
9.999999999999850786e+00,9.999999999999850786e+00,2.057835296004952852e-01
9.999999999999866773e+00,9.999999999999866773e+00,2.057835296005112724e-01
9.999999999999880984e+00,9.999999999999880984e+00,2.057835296005254833e-01
9.999999999999893419e+00,9.999999999999893419e+00,2.057835296005379178e-01
9.999999999999904077e+00,9.999999999999904077e+00,2.057835296005485759e-01
9.999999999999914735e+00,9.999999999999914735e+00,2.057835296005592340e-01
9.999999999999923617e+00,9.999999999999923617e+00,2.057835296005681158e-01
9.999999999999930722e+00,9.999999999999930722e+00,2.057835296005752213e-01
9.999999999999937828e+00,9.999999999999937828e+00,2.057835296005823267e-01
9.999999999999944933e+00,9.999999999999944933e+00,2.057835296005894321e-01
9.999999999999950262e+00,9.999999999999950262e+00,2.057835296005947612e-01
9.999999999999955591e+00,9.999999999999955591e+00,2.057835296006000902e-01
9.999999999999960920e+00,9.999999999999960920e+00,2.057835296006054193e-01
9.999999999999964473e+00,9.999999999999964473e+00,2.057835296006089720e-01
9.999999999999968026e+00,9.999999999999968026e+00,2.057835296006125247e-01
9.999999999999971578e+00,9.999999999999971578e+00,2.057835296006160775e-01
9.999999999999975131e+00,9.999999999999975131e+00,2.057835296006196302e-01
9.999999999999978684e+00,9.999999999999978684e+00,2.057835296006231829e-01
9.999999999999980460e+00,9.999999999999980460e+00,2.057835296006249592e-01
9.999999999999982236e+00,9.999999999999982236e+00,2.057835296006267356e-01
9.999999999999984013e+00,9.999999999999984013e+00,2.057835296006285120e-01
9.999999999999985789e+00,9.999999999999985789e+00,2.057835296006302883e-01
9.999999999999987566e+00,9.999999999999987566e+00,2.057835296006320647e-01
9.999999999999989342e+00,9.999999999999989342e+00,2.057835296006338410e-01
9.999999999999991118e+00,9.999999999999991118e+00,2.057835296006356174e-01
9.999999999999992895e+00,9.999999999999992895e+00,2.057835296006373937e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
9.999999999999994671e+00,9.999999999999994671e+00,2.057835296006391701e-01
