gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
-2.849881887117066886e+06,4.656213661988073960e+06,3.287195096994566265e+06,1.012396086414566465e-01,-6.555609182743588059e-02,-7.037446434131701400e-02
-2.849898578494059853e+06,4.656206766979040578e+06,3.287197874645925127e+06,-3.127456590730820496e-02,-6.869263231670676151e-02,-2.871149025667327215e-02
-2.849883683950756676e+06,4.656218814262488857e+06,3.287186569598425645e+06,-8.587068582570318159e-03,-1.932020646565641570e-02,-3.718322771141362171e-02
-2.849897616607185919e+06,4.656210429420085624e+06,3.287182560884197243e+06,-5.330917400989172543e-03,-3.002239268513341025e-02,-2.582670801461162818e-02
-2.849891804810607340e+06,4.656216711106374860e+06,3.287179893699652981e+06,-5.122909116552958747e-02,3.972381679251735936e-02,-3.629893664467321451e-02
-2.849878857046920806e+06,4.656214780471152626e+06,3.287194974329885095e+06,-7.480245473400544409e-02,3.124115128321909574e-02,2.115351185080581106e-02
-2.849890181007915176e+06,4.656221243534084409e+06,3.287195743595120497e+06,1.335753211827644255e-02,-7.484032127429249281e-02,2.638094830257882786e-02
-2.849884542298336979e+06,4.656208879410880618e+06,3.287186865894800052e+06,-2.157791743557437719e-02,-4.485604951674998508e-02,1.413263120853641176e-02
-2.849885235012480989e+06,4.656213559329763055e+06,3.287200916891768575e+06,-5.102722976472382627e-02,1.871381870623526830e-02,2.472491364222214813e-02
-2.849884708000829443e+06,4.656208885810544714e+06,3.287187383169794455e+06,-4.149519799809275877e-02,-6.094763277676579216e-02,-3.065307471706972889e-02
-2.849893220449923072e+06,4.656209691045213491e+06,3.287188407876212150e+06,-4.796225391075910338e-02,3.635875626657947973e-02,2.623790120327074843e-02
-2.849888147243912797e+06,4.656212768851972185e+06,3.287189863214944955e+06,7.182595974187926113e-02,2.996655949754198009e-02,3.344259520902225641e-02
-2.849890668521862477e+06,4.656220708610728383e+06,3.287185643163464963e+06,8.435291086888629941e-02,-3.380574305915637345e-02,6.793214209037454210e-02
-2.849887309041182511e+06,4.656212494546185248e+06,3.287200594845280051e+06,-2.238031414339312214e-02,1.579466293456111697e-02,-1.372582003578760868e-02
-2.849886069794671610e+06,4.656209291189327836e+06,3.287189228276925627e+06,-5.348639581420399497e-02,-9.079779452447438517e-03,6.047034295870539616e-02
-2.849885824014949612e+06,4.656218913677863777e+06,3.287180464621720836e+06,-3.479944741502662836e-02,-7.253434519770578237e-02,-1.907650435584829635e-02
-2.849891336592267267e+06,4.656222152015527710e+06,3.287188280040146317e+06,-2.209467872005127509e-02,2.311740774275848273e-02,5.009700543404926876e-02
-2.849882448791236617e+06,4.656214605635787360e+06,3.287183380170104094e+06,-5.351039397969560574e-02,-7.163225512617318880e-02,1.024408978308328708e-02
-2.849891268445800059e+06,4.656216965287677012e+06,3.287192672491374891e+06,4.533684560988897327e-02,7.761897039026428857e-02,-4.346893973702911640e-02
-2.849892537577186245e+06,4.656211576733043417e+06,3.287190513072967529e+06,5.528658241318179511e-03,3.953967373233488458e-03,1.824257600398040014e-03
-2.849883252030355390e+06,4.656214626709201373e+06,3.287196424296664074e+06,4.372318244234099649e-02,-1.086111963353658671e-02,-4.874697685258633922e-02
-2.849897258277853485e+06,4.656215061135754921e+06,3.287188716414061841e+06,7.999686146436568723e-02,-2.637300838328197894e-02,-4.833765313578911732e-02
-2.849884489699525293e+06,4.656219077321260236e+06,3.287183210386565421e+06,-2.318421232383815686e-02,-2.783891466829373565e-02,-2.107742066995253738e-02
-2.849882591424078215e+06,4.656211047275178134e+06,3.287182225894914940e+06,4.652800677889059461e-02,-1.722504894115109778e-02,3.742830223430339970e-02
-2.849886341039119288e+06,4.656222913271917962e+06,3.287191201576712541e+06,-6.532779082705714516e-04,4.583472034710459053e-02,-1.493383272801565576e-01
-2.849880841425451916e+06,4.656218555361583829e+06,3.287169309311186429e+06,3.672746806250724860e-02,2.823990797230593527e-02,-1.524863023818501251e-02
-2.849885558510320727e+06,4.656208006576447748e+06,3.287184809804785997e+06,-6.420172025958485740e-02,3.827111872786841118e-02,-2.277338129149585055e-02
-2.849882000982427970e+06,4.656212379119203426e+06,3.287182687309248373e+06,-2.331083574482780557e-02,-1.205011541599072117e-02,-4.758186995031420119e-02
-2.849892052838317584e+06,4.656222674455154687e+06,3.287187155995856971e+06,1.159923810271469291e-01,-4.263380208421751333e-02,4.425997173359939342e-03
-2.849877021614879835e+06,4.656219940614000894e+06,3.287196709056726657e+06,-2.070303174902907509e-02,4.246801900072628977e-02,1.592712292927161728e-03
-2.849888221449497156e+06,4.656215470902630128e+06,3.287195018686460331e+06,1.067147930955961513e-02,-4.858039582605593737e-02,-7.504683237123312145e-02
-2.849887236088943668e+06,4.656215495438653044e+06,3.287202356227435637e+06,4.997085087103814161e-02,-4.395202420906371699e-02,2.295475748561570661e-02
-2.849885862751428504e+06,4.656210410128205083e+06,3.287193006703244988e+06,7.774346400396633938e-02,2.383808140016502319e-02,4.239885657228022187e-02
-2.849888668353850022e+06,4.656214868293344043e+06,3.287195449887727853e+06,3.737529704418422749e-02,-6.333058381243428236e-02,-4.474065031978993398e-03
-2.849891665313728619e+06,4.656222273636823520e+06,3.287192436641211156e+06,-5.052060854354746555e-02,-8.387678511227103506e-02,-3.145455732111646086e-02
-2.849886554617975373e+06,4.656214130749613978e+06,3.287180030769155826e+06,5.098061867706360495e-02,-1.930324752610546382e-02,3.572143173477847905e-02
-2.849880198715465143e+06,4.656220298683403991e+06,3.287187111849899869e+06,-2.104230422558155469e-02,5.134375923637637951e-02,3.341361998474042666e-02
-2.849879297928420827e+06,4.656215918441147543e+06,3.287203122978282161e+06,-7.087883625744199889e-02,-1.532498001824411128e-02,-4.833740772219594084e-02
-2.849883437029436696e+06,4.656217547247681767e+06,3.287189599594204221e+06,1.821187614319965536e-02,-3.658168957245621494e-02,-1.066587864704268696e-01
-2.849888686389223207e+06,4.656215641744695604e+06,3.287193284505330957e+06,-1.291866578595172177e-01,4.937471939018825418e-02,-3.880241423394335809e-02
-2.849883433389001526e+06,4.656217718597508967e+06,3.287184106691850349e+06,-1.422567444304030475e-02,3.721500308868462559e-02,5.198351253975968395e-02
-2.849892339978645556e+06,4.656222161239074543e+06,3.287186937278116122e+06,1.290337494261756604e-02,8.780078909063911141e-03,-3.767255876549151922e-02
-2.849886093575707637e+06,4.656218246691319160e+06,3.287184186396764591e+06,-1.064075906023553703e-01,-5.721972486448833467e-02,6.138505660625603183e-02
-2.849884932999381330e+06,4.656219545311602764e+06,3.287182779795508366e+06,8.048985386466323000e-02,-1.100957194626575320e-01,-1.265780218072179164e-01
-2.849884820460326970e+06,4.656206669497032650e+06,3.287204421412506606e+06,-3.304286724498751993e-02,1.269193872286447991e-02,6.618796010998906354e-03
-2.849894555936558172e+06,4.656222621564690955e+06,3.287205109508631751e+06,-3.776675930388732200e-02,-6.102276833176800697e-02,9.578404263623119252e-02
-2.849883105142866261e+06,4.656212315125825815e+06,3.287193536160122138e+06,1.069371441219249368e-02,-1.286554547701014399e-02,-8.949803877863872839e-03
-2.849894025870695710e+06,4.656213328152186237e+06,3.287194460192794912e+06,-2.164160654017163038e-02,-2.228149916526966576e-02,-4.664203509780850965e-02
-2.849884353667060845e+06,4.656212298694823869e+06,3.287185820370666683e+06,-6.761564568073633041e-02,4.372853081297527200e-02,1.598863881720440864e-03
-2.849889161938987672e+06,4.656209619462804869e+06,3.287195381892615464e+06,-4.204998299029254205e-02,-8.083526827657101788e-02,1.175561599732985289e-02
-2.849884194481133949e+06,4.656222003330256790e+06,3.287187154530571774e+06,-6.224421078875548574e-02,-2.913304308552065736e-02,-6.423730690159817902e-02
-2.849882696584791411e+06,4.656221881030903198e+06,3.287199169967838097e+06,-5.288191052317647162e-02,1.061482303463289201e-01,1.817827791161789538e-02
-2.849894052872586064e+06,4.656217689682647586e+06,3.287183837515669409e+06,-4.075842179848436150e-03,1.265158229788643056e-02,6.300553910819493841e-02
-2.849886518962439150e+06,4.656210963511832990e+06,3.287188322255854495e+06,-6.401693813893093166e-02,2.628608378250764377e-02,-5.184610586932630882e-02
-2.849891269046253990e+06,4.656206348666189238e+06,3.287181076051458716e+06,2.449740586385871707e-02,1.418252712222206613e-03,-3.266107618209491276e-02
-2.849895646935602184e+06,4.656211246644924395e+06,3.287184494114174508e+06,4.430678671597866602e-02,5.124839092489844733e-02,7.911001138099675589e-02
-2.849877815445593558e+06,4.656216191980162635e+06,3.287197907324513886e+06,-1.795917075118781681e-02,3.059836716477054575e-02,6.337632606966422943e-02
-2.849891095509421080e+06,4.656212297794403508e+06,3.287186921828052029e+06,-9.186526236372841853e-03,-4.885211932885728282e-03,-3.035511183746030309e-02
-2.849891044983323198e+06,4.656218102775501087e+06,3.287204631665198132e+06,3.921456297776804156e-02,8.841806519395320474e-02,2.357710443867953951e-03
-2.849892336034655105e+06,4.656220310940000229e+06,3.287182831340788864e+06,6.076481373928001306e-03,8.191780376660888485e-02,-2.478808811126788011e-02
-2.849890118909579236e+06,4.656211361075710505e+06,3.287180449077000841e+06,5.854630112710569600e-02,-7.705562658686092303e-02,-1.803849308507205970e-02
-2.849893378432110883e+06,4.656220292881042697e+06,3.287190542929378338e+06,-5.294454108826973648e-02,-4.639729881885751306e-02,-5.387269914505236207e-02
-2.849884031312187202e+06,4.656206031713457778e+06,3.287188894861795008e+06,-4.463293614377000784e-02,1.416218587657666096e-02,6.205253860873689853e-02
-2.849890451540898997e+06,4.656217719323063269e+06,3.287189346898837015e+06,-6.341438215336751838e-02,-6.719762853618536924e-02,6.832459159739362464e-02
-2.849882641454770695e+06,4.656218426678751595e+06,3.287189557372213807e+06,2.991130565308628558e-02,-4.508148132479956188e-02,-2.410088561839349858e-02
-2.849883175993939862e+06,4.656214443781485781e+06,3.287184656181150582e+06,4.130515660999466154e-02,-1.098812222706828934e-01,-3.008483442539757260e-02
-2.849881825718606822e+06,4.656214283656123094e+06,3.287186155512143392e+06,5.786729957916704470e-02,1.972809820368148434e-02,-1.072081598497771557e-02
-2.849892247206097469e+06,4.656218176882053725e+06,3.287181290052029304e+06,6.649139862162473102e-02,6.995360349254649279e-02,5.556590303615754206e-02
-2.849877422323801089e+06,4.656219615347985178e+06,3.287189262390597723e+06,-2.821256576803116405e-03,5.156349779829238686e-04,-5.616041781050062215e-02
-2.849882874550175853e+06,4.656216190848615021e+06,3.287205216806572862e+06,8.761168451956169445e-02,-4.857784234852499661e-02,-1.027299932575565927e-01
-2.849876224337322637e+06,4.656220368062390946e+06,3.287188985542163718e+06,-7.766091796913361656e-02,-2.677734617944265913e-02,6.848132188483097016e-02
-2.849882697228721343e+06,4.656217117986202240e+06,3.287201787654977292e+06,6.992889459134020436e-02,-6.189318863640805302e-02,-1.579577650601584060e-01
-2.849886173186656088e+06,4.656208507118751295e+06,3.287187953371826559e+06,6.993207827789700570e-02,-1.214317320555574620e-02,-3.437285821184698359e-02
-2.849889387972581666e+06,4.656218214775896631e+06,3.287187723579714075e+06,-6.922444824211652914e-02,-7.207162633806871166e-02,-1.461455754676705202e-03
-2.849884473426880315e+06,4.656213456858651713e+06,3.287190996012301650e+06,-3.497062135774896968e-02,2.415049208008279713e-02,-1.160940628189429009e-02
-2.849897513500187080e+06,4.656210453951057978e+06,3.287193406387792435e+06,-5.578239515809462618e-02,5.470832266234107455e-02,-3.320781949927433668e-02
-2.849895042456678580e+06,4.656222463143091649e+06,3.287189632570460904e+06,-2.120057624866487911e-02,-7.927695842212623134e-02,-9.628463952789843849e-03
-2.849889309374162927e+06,4.656218564135671593e+06,3.287189550690496806e+06,-2.792136617847072733e-02,3.408982711315846487e-02,-8.205817075002853553e-03
-2.849886049112408422e+06,4.656214531714909710e+06,3.287190371519326698e+06,4.738181779241939693e-04,-2.960547472287786835e-02,3.218689316617491612e-04
-2.849886732559857890e+06,4.656201929604225792e+06,3.287189693945198320e+06,-2.791848114480442733e-02,-3.327306522048315007e-02,-6.362376127932950487e-02
-2.849886107218876015e+06,4.656213153043622151e+06,3.287185148480844684e+06,1.069075094786161445e-01,1.274961297798042452e-02,6.739852323740193329e-02
-2.849888712600257248e+06,4.656221395464343950e+06,3.287191992319189943e+06,-2.174815239189671276e-02,5.870494703432937306e-02,4.369921530410518506e-02
-2.849880700236860663e+06,4.656222942679694854e+06,3.287191440119407140e+06,7.122139084602144288e-02,-7.284814532757509509e-02,1.001113934982317266e-02
-2.849879748143603094e+06,4.656211923830929212e+06,3.287186536257174332e+06,-3.488770905783431658e-02,-1.397488044749849558e-03,-2.514955661429765787e-02
-2.849887773416784126e+06,4.656214097499191761e+06,3.287191673746509943e+06,5.101907995547799723e-02,7.000248019436962343e-02,-1.256217532540726267e-01
-2.849888732302892953e+06,4.656211023214592598e+06,3.287186830287863500e+06,4.879450681973889706e-04,4.224374060054858493e-02,6.481295447570654955e-02
-2.849886216046083719e+06,4.656215764220044017e+06,3.287196575817508623e+06,-5.618935647356698010e-02,6.337427738200056282e-02,6.597758593156076434e-02
-2.849894467706331052e+06,4.656220043256730773e+06,3.287184944790436421e+06,-6.624687578295487822e-02,-2.663198681189624106e-02,4.339329942703688131e-02
-2.849873155661173631e+06,4.656223674083835445e+06,3.287189173805545084e+06,9.780205554340276608e-02,7.217976954474812634e-02,7.280051781116190016e-03
-2.849889187628770713e+06,4.656206699882101268e+06,3.287185841347815003e+06,-2.247641858450142097e-02,-4.262145464169217468e-02,-1.085831359827127418e-01
-2.849879919889077079e+06,4.656220810642993078e+06,3.287193672005725093e+06,5.491203781354893169e-03,2.086642212111975911e-02,6.022964494463910884e-02
-2.849891830384860281e+06,4.656227729383494705e+06,3.287180961614001077e+06,4.021431279395701330e-02,8.346893786078235511e-02,7.712278683964859070e-03
-2.849884578485324979e+06,4.656204769775311463e+06,3.287183463462071959e+06,7.238309949447717558e-03,-1.476575105945361968e-02,-4.942770261009768462e-02
-2.849878280373879708e+06,4.656218727979714051e+06,3.287208991299469490e+06,6.237463819785567243e-02,2.850919481807293108e-04,6.745776782928039617e-02
-2.849882524840242229e+06,4.656217082606976852e+06,3.287196390983050689e+06,-3.500783527837143284e-03,5.191514600137508983e-02,4.007152027728608235e-02
-2.849884077397422399e+06,4.656211951227508485e+06,3.287185803576665930e+06,-5.714031325396606853e-02,-2.894802587554717865e-02,-9.746114443107786740e-03
-2.849890896035162732e+06,4.656211114405030385e+06,3.287194398150592577e+06,3.150979589230908789e-02,1.047567025037974137e-01,1.351119474523440334e-01
-2.849883034326643217e+06,4.656219215579887852e+06,3.287196875548631884e+06,2.218109398296122525e-02,4.062388383640069128e-02,-3.413639986024961936e-02
-2.849881289502733387e+06,4.656227521691787988e+06,3.287180142039062455e+06,2.717307926056140854e-02,2.598827792538798906e-02,-1.540078538520199374e-02
-2.849890531241433229e+06,4.656218433067192324e+06,3.287190837555905804e+06,-2.695523866999696705e-02,-1.997691164952123798e-03,-3.743421482732823408e-02
-2.849889944930583239e+06,4.656219682572129183e+06,3.287187240560188424e+06,-3.188090330642356918e-02,3.600956671943778692e-02,-1.482505977379403907e-02
-2.849884690663018730e+06,4.656211622970926575e+06,3.287199288961072452e+06,5.092401388618783553e-02,-4.128086140622010819e-02,3.461069353494306694e-02
-2.849888450165025424e+06,4.656215967859636061e+06,3.287188457267029211e+06,-4.945973853338620635e-02,-6.029895297583711539e-03,3.518161188519825650e-02
-2.849884276812596247e+06,4.656209971873475239e+06,3.287187165780817159e+06,1.322294090045204873e-01,4.031470454746213794e-02,3.573493087462793066e-02
-2.849888509994523134e+06,4.656215859691442922e+06,3.287192983047485352e+06,4.210853456877151207e-02,-4.793657846797543323e-03,3.069953626033003480e-02
-2.849881104902039282e+06,4.656206943952226080e+06,3.287181471793720499e+06,-9.935887764614455969e-03,-5.244077832367229075e-02,1.221071210272275248e-02
-2.849883629583792761e+06,4.656224954160692170e+06,3.287192937613466755e+06,-6.139740198949672489e-02,1.249194933207068738e-02,1.048771067020518449e-01
-2.849885716788653284e+06,4.656216976025524549e+06,3.287193987730144523e+06,-9.106578371210590633e-03,-1.956168885049541784e-02,-1.776449949958015459e-02
-2.849890606054788455e+06,4.656213228160904720e+06,3.287177021777496208e+06,-2.765209025178053115e-02,2.383868769786684494e-02,-1.835650957389760654e-02
-2.849891314202072099e+06,4.656219660923223943e+06,3.287188366219816729e+06,-3.760888124312532221e-02,5.101788911057424797e-02,-9.057995696022825421e-03
-2.849888031090382021e+06,4.656221186899845488e+06,3.287194461795210838e+06,5.867638563560945153e-02,1.170839589127165709e-01,5.716434914682608920e-02
-2.849892138421976008e+06,4.656219513193467632e+06,3.287196389555455651e+06,-1.998127374250194266e-02,-6.424916620119866528e-02,8.971515345035244171e-02
-2.849885393705758732e+06,4.656218986404539086e+06,3.287198044210419524e+06,-1.270555258001834775e-02,7.335322605031852766e-03,1.724422869793330523e-02
-2.849894332481097430e+06,4.656210080311163329e+06,3.287194484262470156e+06,3.306846126401100788e-02,3.418254521308674437e-02,5.573773409223325981e-03
-2.849880197226835880e+06,4.656214882449450903e+06,3.287187967806732748e+06,1.113551836472234657e-01,1.138318050942112303e-02,8.869149462993998478e-02
-2.849884703596964013e+06,4.656212743746678345e+06,3.287186146117776167e+06,1.028063676181246722e-01,7.659612759049003183e-02,8.899925770753380760e-03
-2.849888217125894967e+06,4.656227318455213681e+06,3.287191221401831601e+06,1.249459621039158454e-02,-4.915714793495241236e-02,3.664148609973359727e-02
-2.849893908816463780e+06,4.656219444162378088e+06,3.287190952535042074e+06,-7.706485623385940856e-03,2.937199634520950078e-02,6.519453619074898690e-03
-2.849887196475252043e+06,4.656213740183441900e+06,3.287190942060337402e+06,1.687967403415808684e-02,-3.360346648698684779e-03,-1.000678099352614141e-02
-2.849886215748955030e+06,4.656210674978562631e+06,3.287199232107486576e+06,1.063627189501869554e-02,2.974133043474260982e-02,1.248312449307581798e-02
-2.849889644969001412e+06,4.656211112521856092e+06,3.287202312649541069e+06,1.201613453979478649e-02,-3.309436372163180456e-02,1.054823423377580088e-02
-2.849892356592585333e+06,4.656222803588098846e+06,3.287178235579847824e+06,1.460537028165429657e-02,-1.218916697539550176e-02,1.839384797232750460e-02
-2.849883593288947828e+06,4.656217490741116926e+06,3.287184636501047760e+06,-5.145770439879521208e-02,3.268856993468982619e-02,-7.828092207504268318e-02
-2.849888779317430221e+06,4.656217149360385723e+06,3.287190571602885611e+06,-8.209238754822267836e-03,-3.507299977784912592e-02,-2.839811354409298161e-02
-2.849884187370094471e+06,4.656216912980096415e+06,3.287192111675560474e+06,5.030680327948862558e-03,-5.935254065199586926e-02,-9.878730394286300287e-03
-2.849896921762026846e+06,4.656211625292216428e+06,3.287188710205526091e+06,4.966935142392384095e-02,9.934578115081185365e-03,-9.368050041301106967e-02
-2.849885321555672679e+06,4.656210355417559855e+06,3.287190739360921085e+06,8.384716601293901173e-02,-1.376684505684102125e-02,-3.003177592655821571e-02
-2.849889302676212043e+06,4.656218503760691732e+06,3.287197854955081362e+06,-2.165219667247857832e-02,-7.130995997917572576e-03,1.094893004983816392e-01
-2.849880086312067229e+06,4.656209809206931852e+06,3.287186378463735804e+06,-3.333822921020439950e-02,1.162723685568881754e-02,2.757801360994039178e-03
-2.849887031955549028e+06,4.656212536518733017e+06,3.287196592185937800e+06,-4.382158236219153152e-02,5.084254387748145254e-02,3.955640268388288527e-02
-2.849885205721543171e+06,4.656215756734782830e+06,3.287193636187045369e+06,-8.700677832764791564e-02,-6.048352305700615411e-02,-5.682814408403960571e-02
-2.849888418657567352e+06,4.656219160222895443e+06,3.287188336794303264e+06,7.351662436127449907e-02,2.508203315578695636e-02,1.354273199586941180e-02
-2.849890992441928480e+06,4.656223077676136047e+06,3.287190460527497809e+06,-5.670445698968347437e-02,4.384158108052053221e-02,-2.456228120180933491e-02
-2.849889810502355918e+06,4.656215604374147952e+06,3.287181137566414196e+06,5.694272332192712449e-02,-4.906341563345482937e-02,-2.554266173753355282e-02
-2.849886400216493290e+06,4.656215235084591433e+06,3.287190558884955477e+06,9.001408483233257901e-03,8.344083209056238348e-02,-6.988190130445179858e-03
-2.849893437499358784e+06,4.656225678549950942e+06,3.287189586340322159e+06,3.108382008717071321e-02,3.539316017998114100e-03,-7.689154937664341438e-02
-2.849878531798763666e+06,4.656215815729820170e+06,3.287186645796547644e+06,-3.102726889761323742e-03,4.837423746120959704e-03,-5.854593833926562824e-02
-2.849884459478499833e+06,4.656210866216073744e+06,3.287184111688258592e+06,-4.883482062275066454e-02,4.591668667763416749e-03,-7.797388378215536209e-02
-2.849885433041534387e+06,4.656205955151177011e+06,3.287194285527979024e+06,8.767214550346466573e-02,-3.501067511641889514e-03,-4.676562721879549273e-02
-2.849892709684988484e+06,4.656207741613643244e+06,3.287187814146467950e+06,-3.621521364785552921e-02,9.530734491144149390e-02,-1.020264815831764538e-01
-2.849892587876137346e+06,4.656215079442366958e+06,3.287198753101275768e+06,-7.588179730909526931e-03,2.141708316323604963e-02,6.467949229860756044e-02
-2.849879856482868548e+06,4.656217878998168744e+06,3.287178953879717272e+06,6.352279058709275894e-02,8.526033507310043502e-02,-2.815913115960942681e-02
-2.849890663734605536e+06,4.656212390206540003e+06,3.287191972970965318e+06,-6.026515329229401030e-02,-8.750590637134547309e-03,-3.954138289476299278e-02
